tickets,own_snow,own_rain,own_mat5_10,own_mat5_15,own_mat5_20,own_mat5_25,own_mat5_30,own_mat5_35,own_mat5_40,own_mat5_45,own_mat5_50,own_mat5_55,own_mat5_60,own_mat5_65,own_mat5_70,own_mat5_75,own_mat5_80,own_mat5_85,own_mat5_90,own_mat5_95,own_prec_0,own_prec_1,own_prec_2,own_prec_3,own_prec_4,own_prec_5,own_cloud_0,own_cloud_1,own_cloud_2,own_cloud_3,own_cloud_4,own_cloud_5,own_cloud_6,own_cloud_7,own_cloud_8,own_mat_la,own_mat_la_cens,own_mat10_10,own_mat10_20,own_mat10_30,own_mat10_40,own_mat10_50,own_mat10_60,own_mat10_70,own_mat10_80,own_mat10_90,own_snow_5,own_snow_6,own_snow_0,own_rain_5,own_rain_6,own_rain_0,own_mat5_10_5,own_mat5_10_6,own_mat5_10_0,own_mat5_15_5,own_mat5_15_6,own_mat5_15_0,own_mat5_20_5,own_mat5_20_6,own_mat5_20_0,own_mat5_25_5,own_mat5_25_6,own_mat5_25_0,own_mat5_30_5,own_mat5_30_6,own_mat5_30_0,own_mat5_35_5,own_mat5_35_6,own_mat5_35_0,own_mat5_40_5,own_mat5_40_6,own_mat5_40_0,own_mat5_45_5,own_mat5_45_6,own_mat5_45_0,own_mat5_50_5,own_mat5_50_6,own_mat5_50_0,own_mat5_55_5,own_mat5_55_6,own_mat5_55_0,own_mat5_60_5,own_mat5_60_6,own_mat5_60_0,own_mat5_65_5,own_mat5_65_6,own_mat5_65_0,own_mat5_70_5,own_mat5_70_6,own_mat5_70_0,own_mat5_75_5,own_mat5_75_6,own_mat5_75_0,own_mat5_80_5,own_mat5_80_6,own_mat5_80_0,own_mat5_85_5,own_mat5_85_6,own_mat5_85_0,own_mat5_90_5,own_mat5_90_6,own_mat5_90_0,own_mat5_95_5,own_mat5_95_6,own_mat5_95_0,own_prec_0_5,own_prec_0_6,own_prec_0_0,own_prec_1_5,own_prec_1_6,own_prec_1_0,own_prec_2_5,own_prec_2_6,own_prec_2_0,own_prec_3_5,own_prec_3_6,own_prec_3_0,own_prec_4_5,own_prec_4_6,own_prec_4_0,own_prec_5_5,own_prec_5_6,own_prec_5_0,own_cloud_0_5,own_cloud_0_6,own_cloud_0_0,own_cloud_1_5,own_cloud_1_6,own_cloud_1_0,own_cloud_2_5,own_cloud_2_6,own_cloud_2_0,own_cloud_3_5,own_cloud_3_6,own_cloud_3_0,own_cloud_4_5,own_cloud_4_6,own_cloud_4_0,own_cloud_5_5,own_cloud_5_6,own_cloud_5_0,own_cloud_6_5,own_cloud_6_6,own_cloud_6_0,own_cloud_7_5,own_cloud_7_6,own_cloud_7_0,own_cloud_8_5,own_cloud_8_6,own_cloud_8_0,own_mat_la_5,own_mat_la_6,own_mat_la_0,own_mat_la_cens_5,own_mat_la_cens_6,own_mat_la_cens_0,own_mat10_10_5,own_mat10_10_6,own_mat10_10_0,own_mat10_20_5,own_mat10_20_6,own_mat10_20_0,own_mat10_30_5,own_mat10_30_6,own_mat10_30_0,own_mat10_40_5,own_mat10_40_6,own_mat10_40_0,own_mat10_50_5,own_mat10_50_6,own_mat10_50_0,own_mat10_60_5,own_mat10_60_6,own_mat10_60_0,own_mat10_70_5,own_mat10_70_6,own_mat10_70_0,own_mat10_80_5,own_mat10_80_6,own_mat10_80_0,own_mat10_90_5,own_mat10_90_6,own_mat10_90_0,ww1,ww2,ww3,ww4,ww5,ww6,ww7,ww8,ww9,ww10,ww11,ww12,ww13,ww14,ww15,ww16,ww17,ww18,ww19,ww20,ww21,ww22,ww23,ww24,ww25,ww26,ww27,ww28,ww29,ww30,ww31,ww32,ww33,ww34,ww35,ww36,ww37,ww38,ww39,ww40,ww41,ww42,ww43,ww44,ww45,ww46,ww47,ww48,ww49,ww50,ww51,ww52,yy1,yy2,yy3,yy4,yy5,yy6,yy7,yy8,yy9,yy10,yy11,hhmlk,hhpres,hhmem,hhlabor,hhcolum,hhthankwed,hhthankthur,hhthankwkend,hhchristmas2023,hhchristmas24,hhchristmas25,hhchristmas2630,hhnewyear31,hhnewyear1,hhnewyear23,hhvet,hhjuly4,hhdayoff,hhvalen,hhstpat,hhwkdchrispre,hhwkdchris,hhwkdchrispost,hhwkdnewyr,hhwkdnewyrpost,hhwkdvet,hhwkdjul4,hhwkdother,hheaster,hheastersat,hheasterfri,hhhallow,hhcinco,hhmother,hhsuperbowl,hmmlk,hp2mmlk,hp3mmlk,hpmlk,hmpres,hp2mpres,hp3mpres,hppres,hmmem,hp2mmem,hp3mmem,hpmem,hmlabor,hp2mlabor,hp3mlabor,hplabor,hmcolum,hp2mcolum,hp3mcolum,hpcolum,hmjuly4fed,hp2mjuly4fed,hp3mjuly4fed,hpjuly4fed,dow_1,dow_2,dow_3,opening_wkend_group
1.655805,.0006255,.3190158,0,0,0,0,0,0,.0054212,.0792327,.2143453,.1845288,.1017515,.1063386,.08799,.0533778,.0932027,.0683903,.0054212,0,.8888657,.0610926,.0254379,.0145955,0,.0100083,.1128023,.1005004,.0965388,.1192661,.1132193,.0984153,.0719349,.0721435,.2151793,249.3369,224.7256,0,0,0,.0846539,.3988741,.2080901,.1413678,.161593,.0054212,.0006255,.0014595,.0150125,.3190159,.4545454,.4434946,0,0,0,0,0,0,0,0,0,0,0,0,0,.000417,.000417,0,.0022936,.0029191,.0054212,.0417014,.0481651,.0792327,.1457465,.2256047,.2143453,.2076731,.1993328,.1845288,.088407,.0761051,.1017515,.1474145,.146789,.1063386,.1196831,.1261468,.08799,.0644287,.0469141,.0533778,.0733945,.045246,.0932027,.0552544,.0379483,.0683903,.0494162,.0402419,.0054212,.0041701,.0041701,0,0,0,.8888657,.7748123,.8861551,.0610926,.0462886,.044829,.0254379,.0773561,.0339867,.0145955,.0381568,.015221,0,.0252294,.0077148,.0100083,.0381568,.0120934,.1128023,.146789,.1713928,.1005004,.0517098,.0590075,.0965388,.0898666,.0688073,.1192661,.073186,.0396163,.1132194,.0944537,.072769,.0984153,.1069641,.0711009,.0719349,.0829858,.1991243,.0721435,.1161385,.1261468,.2151793,.2379066,.192035,249.3369,316.5528,370.1508,224.7256,185.5995,193.5473,0,0,0,0,0,0,0,.0027106,.0033361,.0846539,.1874479,.2737698,.3988741,.2960801,.2754379,.2080901,.2670976,.2729358,.1413678,.1378232,.0921601,.161593,.1046706,.0781902,.0054212,.0041701,.0041701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,193
1.23025,.0150125,.4434946,0,0,0,0,.000417,.0029191,.0481651,.2256047,.1993328,.0761051,.146789,.1261468,.0469141,.045246,.0379483,.0402419,.0041701,0,.8861551,.044829,.0339867,.015221,.0077148,.0120934,.1713928,.0590075,.0688073,.0396163,.072769,.0711009,.1991243,.1261468,.192035,370.1507,193.5473,0,0,.0033361,.2737698,.2754379,.2729358,.0921601,.0781902,.0041701,.0006255,.0014595,.0150125,.3190159,.4545454,.4434946,0,0,0,0,0,0,0,0,0,0,0,0,0,.000417,.000417,0,.0022936,.0029191,.0054212,.0417014,.0481651,.0792327,.1457465,.2256047,.2143453,.2076731,.1993328,.1845288,.088407,.0761051,.1017515,.1474145,.146789,.1063386,.1196831,.1261468,.08799,.0644287,.0469141,.0533778,.0733945,.045246,.0932027,.0552544,.0379483,.0683903,.0494162,.0402419,.0054212,.0041701,.0041701,0,0,0,.8888657,.7748123,.8861551,.0610926,.0462886,.044829,.0254379,.0773561,.0339867,.0145955,.0381568,.015221,0,.0252294,.0077148,.0100083,.0381568,.0120934,.1128023,.146789,.1713928,.1005004,.0517098,.0590075,.0965388,.0898666,.0688073,.1192661,.073186,.0396163,.1132194,.0944537,.072769,.0984153,.1069641,.0711009,.0719349,.0829858,.1991243,.0721435,.1161385,.1261468,.2151793,.2379066,.192035,249.3369,316.5528,370.1508,224.7256,185.5995,193.5473,0,0,0,0,0,0,0,.0027106,.0033361,.0846539,.1874479,.2737698,.3988741,.2960801,.2754379,.2080901,.2670976,.2729358,.1413678,.1378232,.0921601,.161593,.1046706,.0781902,.0054212,.0041701,.0041701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,193
2.413632,.0045958,.1980364,0,0,0,0,0,.0025068,.0073115,.026948,.0574473,.1357844,.1859202,.3308962,.1274285,.1040318,.0167119,.0050136,0,0,.9866305,.0110717,.0016712,0,0,.0006267,.424483,.1259662,.0756215,.0831418,.0597451,.0714435,.0676833,.0609985,.0309171,138.6722,120.5621,0,0,.0025068,.0342595,.1932317,.5168164,.2314602,.0217255,0,.0018801,.0233967,.0045958,.1535408,.1474828,.1980364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0068937,0,.0025068,.039273,.0390641,.0073115,.147065,.1353666,.026948,.1982452,.1644036,.0574473,.1696261,.1662837,.1357844,.1061207,.1280552,.1859202,.1667015,.1844579,.3308962,.0996449,.1336954,.1274285,.0319616,.0265302,.1040318,.0330061,.0221433,.0167119,0,0,.0050136,0,0,0,.0014623,0,0,.9753499,.9755588,.9866304,.0142051,.0225611,.0110717,.0064759,.0002089,.0016712,.0039691,.0016712,0,0,0,0,0,0,.0006267,.2832672,.3296428,.424483,.0912889,.1570921,.1259662,.0743681,.0737414,.0756215,.0877376,.101525,.0831418,.1006894,.1021517,.0597451,.0875287,.1224149,.0714435,.120117,.0637142,.0676833,.1023606,.033215,.0609985,.0526426,.016503,.0309171,322.6656,293.7802,138.6722,208.7744,167.3301,120.5621,0,0,0,0,0,0,.0068937,0,.0025068,.186338,.1744308,.0342595,.3678713,.3306873,.1932317,.2728222,.3125131,.5168164,.1316064,.1602256,.2314602,.0330061,.0221433,.0217255,.0014623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,194
3.442915,.0233967,.1474828,0,0,0,0,0,0,.0390641,.1353666,.1644036,.1662837,.1280551,.1844579,.1336954,.0265302,.0221433,0,0,0,.9755588,.0225611,.0002089,.0016712,0,0,.3296428,.1570921,.0737414,.101525,.1021517,.1224149,.0637142,.033215,.016503,293.7802,167.3301,0,0,0,.1744308,.3306873,.3125131,.1602256,.0221433,0,.0018801,.0233967,.0045958,.1535408,.1474828,.1980364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0068937,0,.0025068,.039273,.0390641,.0073115,.147065,.1353666,.026948,.1982452,.1644036,.0574473,.1696261,.1662837,.1357844,.1061207,.1280552,.1859202,.1667015,.1844579,.3308962,.0996449,.1336954,.1274285,.0319616,.0265302,.1040318,.0330061,.0221433,.0167119,0,0,.0050136,0,0,0,.0014623,0,0,.9753499,.9755588,.9866304,.0142051,.0225611,.0110717,.0064759,.0002089,.0016712,.0039691,.0016712,0,0,0,0,0,0,.0006267,.2832672,.3296428,.424483,.0912889,.1570921,.1259662,.0743681,.0737414,.0756215,.0877376,.101525,.0831418,.1006894,.1021517,.0597451,.0875287,.1224149,.0714435,.120117,.0637142,.0676833,.1023606,.033215,.0609985,.0526426,.016503,.0309171,322.6656,293.7802,138.6722,208.7744,167.3301,120.5621,0,0,0,0,0,0,.0068937,0,.0025068,.186338,.1744308,.0342595,.3678713,.3306873,.1932317,.2728222,.3125131,.5168164,.1316064,.1602256,.2314602,.0330061,.0221433,.0217255,.0014623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,194
3.273511,.0018801,.1535408,0,0,0,0,0,.0068937,.039273,.147065,.1982452,.1696261,.1061207,.1667015,.0996449,.0319616,.0330061,0,0,.0014623,.9753499,.0142051,.0064759,.0039691,0,0,.2832672,.0912889,.0743681,.0877376,.1006894,.0875287,.120117,.1023606,.0526426,322.6656,208.7744,0,0,.0068937,.186338,.3678713,.2728222,.1316064,.0330061,.0014623,.0018801,.0233967,.0045958,.1535408,.1474828,.1980364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0068937,0,.0025068,.039273,.0390641,.0073115,.147065,.1353666,.026948,.1982452,.1644036,.0574473,.1696261,.1662837,.1357844,.1061207,.1280552,.1859202,.1667015,.1844579,.3308962,.0996449,.1336954,.1274285,.0319616,.0265302,.1040318,.0330061,.0221433,.0167119,0,0,.0050136,0,0,0,.0014623,0,0,.9753499,.9755588,.9866304,.0142051,.0225611,.0110717,.0064759,.0002089,.0016712,.0039691,.0016712,0,0,0,0,0,0,.0006267,.2832672,.3296428,.424483,.0912889,.1570921,.1259662,.0743681,.0737414,.0756215,.0877376,.101525,.0831418,.1006894,.1021517,.0597451,.0875287,.1224149,.0714435,.120117,.0637142,.0676833,.1023606,.033215,.0609985,.0526426,.016503,.0309171,322.6656,293.7802,138.6722,208.7744,167.3301,120.5621,0,0,0,0,0,0,.0068937,0,.0025068,.186338,.1744308,.0342595,.3678713,.3306873,.1932317,.2728222,.3125131,.5168164,.1316064,.1602256,.2314602,.0330061,.0221433,.0217255,.0014623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,194
3.064684,.0131223,.4399084,0,0,0,0,.0012497,.0029161,.0179129,.0699854,.0843574,.0751927,.1510102,.1757967,.1864195,.12789,.0764424,.0289523,.0018746,0,.9041866,.0620704,.0235368,.0047907,0,.0054155,.1245574,.0670694,.0881066,.1316392,.1580921,.1074776,.1812122,.1099771,.0318684,175.1918,110.7553,0,0,.0041658,.0878984,.1595501,.3268069,.3143095,.1053947,.0018746,.0106228,.022287,.0131223,.1168507,.2705686,.4399084,0,0,0,0,0,0,0,0,0,0,.0008332,0,.0033326,.0016663,.0012497,.0102062,.0029161,.0029161,.0241616,.0397834,.0179129,.0629036,.0710269,.0699854,.0516559,.0735264,.0843574,.0316601,.041658,.0751927,.1399708,.1072693,.1510102,.3143095,.1612164,.1757967,.185378,.2611956,.1864195,.0739429,.1160175,.12789,.0920642,.0749844,.0764424,.0091648,.0460321,.0289523,.0012497,.0018746,.0018746,0,0,0,.9718809,.8779421,.9041867,.0185378,.0556134,.0620704,.0072901,.0243699,.0235368,.0012497,.0256197,.0047907,.0010414,.0102062,0,0,.0062487,.0054155,.3428452,.1814205,.1245574,.1108103,.1295563,.0670694,.1053947,.1268486,.0881066,.0687357,.084774,.1316392,.1230994,.1145595,.1580921,.0964382,.0806082,.1074776,.0764424,.1045616,.1812122,.0601958,.1364299,.1099771,.0160383,.0412414,.0318684,166.2626,182.8488,175.1918,84.10623,103.403,110.7553,0,0,0,0,.0008332,0,.0135388,.0045824,.0041658,.0870652,.1108103,.0878984,.083316,.1151843,.1595501,.4542803,.2684857,.3268069,.259321,.3772131,.3143095,.1012289,.1210165,.1053947,.0012497,.0018746,.0018746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,195
4.558152,.022287,.2705686,0,0,0,.0008332,.0016663,.0029161,.0397834,.0710269,.0735264,.041658,.1072693,.1612164,.2611956,.1160175,.0749844,.0460321,.0018746,0,.8779421,.0556134,.0243699,.0256197,.0102062,.0062487,.1814205,.1295563,.1268486,.084774,.1145595,.0806082,.1045616,.1364299,.0412414,182.8488,103.403,0,.0008332,.0045824,.1108103,.1151843,.2684857,.3772131,.1210165,.0018746,.0106228,.022287,.0131223,.1168507,.2705686,.4399084,0,0,0,0,0,0,0,0,0,0,.0008332,0,.0033326,.0016663,.0012497,.0102062,.0029161,.0029161,.0241616,.0397834,.0179129,.0629036,.0710269,.0699854,.0516559,.0735264,.0843574,.0316601,.041658,.0751927,.1399708,.1072693,.1510102,.3143095,.1612164,.1757967,.185378,.2611956,.1864195,.0739429,.1160175,.12789,.0920642,.0749844,.0764424,.0091648,.0460321,.0289523,.0012497,.0018746,.0018746,0,0,0,.9718809,.8779421,.9041867,.0185378,.0556134,.0620704,.0072901,.0243699,.0235368,.0012497,.0256197,.0047907,.0010414,.0102062,0,0,.0062487,.0054155,.3428452,.1814205,.1245574,.1108103,.1295563,.0670694,.1053947,.1268486,.0881066,.0687357,.084774,.1316392,.1230994,.1145595,.1580921,.0964382,.0806082,.1074776,.0764424,.1045616,.1812122,.0601958,.1364299,.1099771,.0160383,.0412414,.0318684,166.2626,182.8488,175.1918,84.10623,103.403,110.7553,0,0,0,0,.0008332,0,.0135388,.0045824,.0041658,.0870652,.1108103,.0878984,.083316,.1151843,.1595501,.4542803,.2684857,.3268069,.259321,.3772131,.3143095,.1012289,.1210165,.1053947,.0012497,.0018746,.0018746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,195
3.428985,.0106228,.1168507,0,0,0,0,.0033326,.0102062,.0241616,.0629036,.0516559,.0316601,.1399708,.3143095,.185378,.0739429,.0920642,.0091648,.0012497,0,.9718809,.0185378,.0072901,.0012497,.0010414,0,.3428452,.1108102,.1053947,.0687357,.1230994,.0964382,.0764424,.0601958,.0160383,166.2627,84.10623,0,0,.0135388,.0870652,.083316,.4542803,.259321,.1012289,.0012497,.0106228,.022287,.0131223,.1168507,.2705686,.4399084,0,0,0,0,0,0,0,0,0,0,.0008332,0,.0033326,.0016663,.0012497,.0102062,.0029161,.0029161,.0241616,.0397834,.0179129,.0629036,.0710269,.0699854,.0516559,.0735264,.0843574,.0316601,.041658,.0751927,.1399708,.1072693,.1510102,.3143095,.1612164,.1757967,.185378,.2611956,.1864195,.0739429,.1160175,.12789,.0920642,.0749844,.0764424,.0091648,.0460321,.0289523,.0012497,.0018746,.0018746,0,0,0,.9718809,.8779421,.9041867,.0185378,.0556134,.0620704,.0072901,.0243699,.0235368,.0012497,.0256197,.0047907,.0010414,.0102062,0,0,.0062487,.0054155,.3428452,.1814205,.1245574,.1108103,.1295563,.0670694,.1053947,.1268486,.0881066,.0687357,.084774,.1316392,.1230994,.1145595,.1580921,.0964382,.0806082,.1074776,.0764424,.1045616,.1812122,.0601958,.1364299,.1099771,.0160383,.0412414,.0318684,166.2626,182.8488,175.1918,84.10623,103.403,110.7553,0,0,0,0,.0008332,0,.0135388,.0045824,.0041658,.0870652,.1108103,.0878984,.083316,.1151843,.1595501,.4542803,.2684857,.3268069,.259321,.3772131,.3143095,.1012289,.1210165,.1053947,.0012497,.0018746,.0018746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,195
1.536838,.0194805,.2561793,0,0,0,0,.0008379,.0046083,.0251362,.0747801,.0900712,.1430666,.1841223,.2226644,.1068287,.0693339,.0705907,.0064935,.0014663,0,.9474235,.0400084,.0054462,.0058651,.0006284,.0006284,.3540008,.1627566,.0701718,.1064097,.111437,.0934227,.0465019,.045664,.0096355,220.4022,137.0869,0,0,.0054462,.0999162,.2331378,.4067868,.1761625,.0770842,.0014663,.0096355,.0194805,.0253456,.1189778,.2561793,.2798492,0,0,0,0,0,0,0,0,0,0,0,.0008379,.0058651,.0008379,.0048178,.0194805,.0046083,.0152912,.071638,.0251362,.0387516,.1231672,.0747801,.0542522,.1378299,.0900712,.0546711,.1233766,.1430666,.1550063,.1801424,.1841223,.222036,.1386678,.2226644,.1958525,.0873481,.1068287,.0821114,.071638,.0693339,.0733138,.0349811,.0705907,.0808546,.0058651,.0064935,.0205279,0,.0014663,.0014663,0,0,.0002095,.9748638,.9474235,.9537076,.0131965,.0400084,.01969,.0115207,.0054462,.0205279,.0004189,.0058651,.0043988,0,.0006284,.0006284,0,.0006284,.0010473,.3355677,.3540008,.1248429,.13385,.1627566,.1711353,.1547968,.0701718,.0781315,.0921659,.1064097,.1028488,.1202346,.1114369,.1943863,.0548806,.0934227,.1286133,.0532049,.0465019,.0934227,.0511102,.045664,.072057,.0041894,.0096355,.0345622,342.8898,220.4022,227.9057,152.337,137.0869,130.3814,0,0,0,0,0,.0008379,.0253456,.0054462,.0201089,.1948052,.0999162,.0930038,.2612065,.2331378,.2096774,.3188102,.4067868,.4178886,.1589862,.1761625,.1554252,.0408463,.0770842,.1013825,0,.0014663,.0016757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,196
.8574748,.0253456,.2798492,0,0,0,.0008379,.0048178,.0152912,.0387516,.0542522,.0546711,.1550063,.222036,.1958525,.0821114,.0733138,.0808546,.0205279,.0014663,.0002095,.9537076,.01969,.0205279,.0043988,.0006284,.0010473,.1248429,.1711353,.0781315,.1028488,.1943863,.1286133,.0934227,.072057,.0345622,227.9057,130.3814,0,.0008379,.0201089,.0930038,.2096774,.4178886,.1554252,.1013825,.0016757,.0096355,.0194805,.0253456,.1189778,.2561793,.2798492,0,0,0,0,0,0,0,0,0,0,0,.0008379,.0058651,.0008379,.0048178,.0194805,.0046083,.0152912,.071638,.0251362,.0387516,.1231672,.0747801,.0542522,.1378299,.0900712,.0546711,.1233766,.1430666,.1550063,.1801424,.1841223,.222036,.1386678,.2226644,.1958525,.0873481,.1068287,.0821114,.071638,.0693339,.0733138,.0349811,.0705907,.0808546,.0058651,.0064935,.0205279,0,.0014663,.0014663,0,0,.0002095,.9748638,.9474235,.9537076,.0131965,.0400084,.01969,.0115207,.0054462,.0205279,.0004189,.0058651,.0043988,0,.0006284,.0006284,0,.0006284,.0010473,.3355677,.3540008,.1248429,.13385,.1627566,.1711353,.1547968,.0701718,.0781315,.0921659,.1064097,.1028488,.1202346,.1114369,.1943863,.0548806,.0934227,.1286133,.0532049,.0465019,.0934227,.0511102,.045664,.072057,.0041894,.0096355,.0345622,342.8898,220.4022,227.9057,152.337,137.0869,130.3814,0,0,0,0,0,.0008379,.0253456,.0054462,.0201089,.1948052,.0999162,.0930038,.2612065,.2331378,.2096774,.3188102,.4067868,.4178886,.1589862,.1761625,.1554252,.0408463,.0770842,.1013825,0,.0014663,.0016757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,196
