tickets,own_snow,own_rain,own_mat5_10,own_mat5_15,own_mat5_20,own_mat5_25,own_mat5_30,own_mat5_35,own_mat5_40,own_mat5_45,own_mat5_50,own_mat5_55,own_mat5_60,own_mat5_65,own_mat5_70,own_mat5_75,own_mat5_80,own_mat5_85,own_mat5_90,own_mat5_95,own_prec_0,own_prec_1,own_prec_2,own_prec_3,own_prec_4,own_prec_5,own_cloud_0,own_cloud_1,own_cloud_2,own_cloud_3,own_cloud_4,own_cloud_5,own_cloud_6,own_cloud_7,own_cloud_8,own_mat_la,own_mat_la_cens,own_mat10_10,own_mat10_20,own_mat10_30,own_mat10_40,own_mat10_50,own_mat10_60,own_mat10_70,own_mat10_80,own_mat10_90,own_snow_5,own_snow_6,own_snow_0,own_rain_5,own_rain_6,own_rain_0,own_mat5_10_5,own_mat5_10_6,own_mat5_10_0,own_mat5_15_5,own_mat5_15_6,own_mat5_15_0,own_mat5_20_5,own_mat5_20_6,own_mat5_20_0,own_mat5_25_5,own_mat5_25_6,own_mat5_25_0,own_mat5_30_5,own_mat5_30_6,own_mat5_30_0,own_mat5_35_5,own_mat5_35_6,own_mat5_35_0,own_mat5_40_5,own_mat5_40_6,own_mat5_40_0,own_mat5_45_5,own_mat5_45_6,own_mat5_45_0,own_mat5_50_5,own_mat5_50_6,own_mat5_50_0,own_mat5_55_5,own_mat5_55_6,own_mat5_55_0,own_mat5_60_5,own_mat5_60_6,own_mat5_60_0,own_mat5_65_5,own_mat5_65_6,own_mat5_65_0,own_mat5_70_5,own_mat5_70_6,own_mat5_70_0,own_mat5_75_5,own_mat5_75_6,own_mat5_75_0,own_mat5_80_5,own_mat5_80_6,own_mat5_80_0,own_mat5_85_5,own_mat5_85_6,own_mat5_85_0,own_mat5_90_5,own_mat5_90_6,own_mat5_90_0,own_mat5_95_5,own_mat5_95_6,own_mat5_95_0,own_prec_0_5,own_prec_0_6,own_prec_0_0,own_prec_1_5,own_prec_1_6,own_prec_1_0,own_prec_2_5,own_prec_2_6,own_prec_2_0,own_prec_3_5,own_prec_3_6,own_prec_3_0,own_prec_4_5,own_prec_4_6,own_prec_4_0,own_prec_5_5,own_prec_5_6,own_prec_5_0,own_cloud_0_5,own_cloud_0_6,own_cloud_0_0,own_cloud_1_5,own_cloud_1_6,own_cloud_1_0,own_cloud_2_5,own_cloud_2_6,own_cloud_2_0,own_cloud_3_5,own_cloud_3_6,own_cloud_3_0,own_cloud_4_5,own_cloud_4_6,own_cloud_4_0,own_cloud_5_5,own_cloud_5_6,own_cloud_5_0,own_cloud_6_5,own_cloud_6_6,own_cloud_6_0,own_cloud_7_5,own_cloud_7_6,own_cloud_7_0,own_cloud_8_5,own_cloud_8_6,own_cloud_8_0,own_mat_la_5,own_mat_la_6,own_mat_la_0,own_mat_la_cens_5,own_mat_la_cens_6,own_mat_la_cens_0,own_mat10_10_5,own_mat10_10_6,own_mat10_10_0,own_mat10_20_5,own_mat10_20_6,own_mat10_20_0,own_mat10_30_5,own_mat10_30_6,own_mat10_30_0,own_mat10_40_5,own_mat10_40_6,own_mat10_40_0,own_mat10_50_5,own_mat10_50_6,own_mat10_50_0,own_mat10_60_5,own_mat10_60_6,own_mat10_60_0,own_mat10_70_5,own_mat10_70_6,own_mat10_70_0,own_mat10_80_5,own_mat10_80_6,own_mat10_80_0,own_mat10_90_5,own_mat10_90_6,own_mat10_90_0,ww1,ww2,ww3,ww4,ww5,ww6,ww7,ww8,ww9,ww10,ww11,ww12,ww13,ww14,ww15,ww16,ww17,ww18,ww19,ww20,ww21,ww22,ww23,ww24,ww25,ww26,ww27,ww28,ww29,ww30,ww31,ww32,ww33,ww34,ww35,ww36,ww37,ww38,ww39,ww40,ww41,ww42,ww43,ww44,ww45,ww46,ww47,ww48,ww49,ww50,ww51,ww52,yy1,yy2,yy3,yy4,yy5,yy6,yy7,yy8,yy9,yy10,yy11,hhmlk,hhpres,hhmem,hhlabor,hhcolum,hhthankwed,hhthankthur,hhthankwkend,hhchristmas2023,hhchristmas24,hhchristmas25,hhchristmas2630,hhnewyear31,hhnewyear1,hhnewyear23,hhvet,hhjuly4,hhdayoff,hhvalen,hhstpat,hhwkdchrispre,hhwkdchris,hhwkdchrispost,hhwkdnewyr,hhwkdnewyrpost,hhwkdvet,hhwkdjul4,hhwkdother,hheaster,hheastersat,hheasterfri,hhhallow,hhcinco,hhmother,hhsuperbowl,hmmlk,hp2mmlk,hp3mmlk,hpmlk,hmpres,hp2mpres,hp3mpres,hppres,hmmem,hp2mmem,hp3mmem,hpmem,hmlabor,hp2mlabor,hp3mlabor,hplabor,hmcolum,hp2mcolum,hp3mcolum,hpcolum,hmjuly4fed,hp2mjuly4fed,hp3mjuly4fed,hpjuly4fed,dow_1,dow_2,dow_3,opening_wkend_group
1.05743,.1190575,.2037114,0,0,0,.0016681,.0195997,.088407,.1707673,.1434529,.0700584,.1111343,.1857798,.088407,.0644287,.0467056,.0095913,0,0,0,.9774812,.0081318,.0072977,.0047957,0,.0022936,.160342,.1000834,.1090492,.1693078,.1413678,.0606756,.1084237,.0752711,.0754796,541.2114,107.2608,0,.0016681,.1080067,.3142202,.1811927,.2741868,.1111343,.0095913,0,.1455379,.1190576,.0170976,.1038365,.2037114,.2989992,0,0,0,0,0,0,0,0,0,.0031276,.0016681,0,.0483736,.0195997,.0022936,.1128023,.088407,.0133445,.1724354,.1707673,.0729775,.0752711,.1434529,.1976647,.0746455,.0700584,.1743119,.0969558,.1111343,.104045,.1784821,.1857798,.1417848,.1301084,.088407,.1248957,.0542118,.0644287,.0809008,.0114679,.0467056,.0642202,.030025,.0095913,.0202252,.0120934,0,.0027106,0,0,.0006255,0,0,0,.9939533,.9774812,.897206,.0022936,.0081318,.0319016,.0014595,.0072977,.0235613,0,.0047957,.0081318,0,0,.0056297,.0022936,.0022936,.0335696,.1997498,.1603419,.1355296,.0800667,.1000834,.1073812,.0469141,.1090492,.1292744,.1363636,.1693078,.0902836,.1111343,.1413678,.0767306,.1517932,.0606756,.0911176,.1007089,.1084237,.1100917,.131151,.0752711,.1071726,.0421184,.0754796,.1524187,583.1718,541.2114,387.9677,111.8876,107.2608,155.8449,0,0,0,.0031276,.0016681,0,.161176,.1080067,.015638,.2477064,.3142202,.2706422,.1716013,.1811927,.278357,.3085905,.2741868,.2666806,.0656797,.1111343,.1451209,.0421184,.0095913,.0229358,0,0,.0006255,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
.8153619,.1455379,.1038365,0,0,0,.0031276,.0483736,.1128023,.1724354,.0752711,.0746455,.0969558,.1784821,.1301084,.0542118,.0114679,.030025,.0120934,0,0,.9939533,.0022936,.0014595,0,0,.0022936,.1997498,.0800667,.0469141,.1363636,.1111343,.1517932,.1007089,.131151,.0421184,583.1718,111.8876,0,.0031276,.161176,.2477064,.1716013,.3085905,.0656797,.0421184,0,.1455379,.1190576,.0170976,.1038365,.2037114,.2989992,0,0,0,0,0,0,0,0,0,.0031276,.0016681,0,.0483736,.0195997,.0022936,.1128023,.088407,.0133445,.1724354,.1707673,.0729775,.0752711,.1434529,.1976647,.0746455,.0700584,.1743119,.0969558,.1111343,.104045,.1784821,.1857798,.1417848,.1301084,.088407,.1248957,.0542118,.0644287,.0809008,.0114679,.0467056,.0642202,.030025,.0095913,.0202252,.0120934,0,.0027106,0,0,.0006255,0,0,0,.9939533,.9774812,.897206,.0022936,.0081318,.0319016,.0014595,.0072977,.0235613,0,.0047957,.0081318,0,0,.0056297,.0022936,.0022936,.0335696,.1997498,.1603419,.1355296,.0800667,.1000834,.1073812,.0469141,.1090492,.1292744,.1363636,.1693078,.0902836,.1111343,.1413678,.0767306,.1517932,.0606756,.0911176,.1007089,.1084237,.1100917,.131151,.0752711,.1071726,.0421184,.0754796,.1524187,583.1718,541.2114,387.9677,111.8876,107.2608,155.8449,0,0,0,.0031276,.0016681,0,.161176,.1080067,.015638,.2477064,.3142202,.2706422,.1716013,.1811927,.278357,.3085905,.2741868,.2666806,.0656797,.1111343,.1451209,.0421184,.0095913,.0229358,0,0,.0006255,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10
1.966576,.000834,.4549625,0,0,0,0,0,0,0,.0006255,.0200167,.0394078,.1855713,.1947456,.3004587,.1042535,.0823603,.0214762,.030025,.0210592,.8336113,.0577565,.0454545,.0423269,.0093828,.0114679,.0623436,.059216,.0771476,.1251043,.0877815,.0675563,.1482485,.2249791,.147623,86.22519,86.22519,0,0,0,.0006255,.0594245,.3803169,.4047123,.1038365,.0510842,.0010425,.000834,0,.5060467,.4549625,.4618432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0018766,.0006255,.0022936,.0469141,.0200167,.0335696,.1509591,.0394078,.0358632,.1866138,.1855713,.0900751,.1718098,.1947456,.1073812,.2320684,.3004587,.2602168,.0890325,.1042535,.1970392,.0806922,.0823603,.1993328,.0233528,.0214762,.0454545,.0154295,.030025,.015638,.001251,.0210592,.0131359,.898874,.8336114,.8757298,.0406589,.0577565,.0506672,.0381568,.0454545,.0241868,.0189741,.0423269,.0225188,.0010425,.0093828,.01397,.0022936,.0114679,.0129274,.0360717,.0623436,.088407,.0492077,.059216,.08799,.0398249,.0771476,.0890325,.089241,.1251042,.132819,.1111343,.0877815,.1098832,.1926606,.0675563,.1603419,.1853628,.1482485,.1561718,.1538782,.2249791,.1273978,.1426188,.147623,.0479566,118.2594,86.22519,78.23728,118.2594,86.22519,78.06193,0,0,0,0,0,0,0,0,0,.0018766,.0006255,.0022936,.1978732,.0594245,.0694329,.3584237,.3803169,.1974562,.3211009,.4047123,.457256,.104045,.1038365,.2447873,.0166806,.0510842,.028774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
1.538421,.0010425,.5060467,0,0,0,0,0,0,0,.0018766,.0469141,.1509591,.1866138,.1718098,.2320684,.0890325,.0806922,.0233528,.0154295,.001251,.8988741,.0406589,.0381568,.0189741,.0010425,.0022936,.0360717,.0492077,.0398249,.089241,.1111343,.1926606,.1853628,.1538782,.1426188,118.2594,118.2594,0,0,0,.0018766,.1978732,.3584237,.3211009,.104045,.0166806,.0010425,.000834,0,.5060467,.4549625,.4618432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0018766,.0006255,.0022936,.0469141,.0200167,.0335696,.1509591,.0394078,.0358632,.1866138,.1855713,.0900751,.1718098,.1947456,.1073812,.2320684,.3004587,.2602168,.0890325,.1042535,.1970392,.0806922,.0823603,.1993328,.0233528,.0214762,.0454545,.0154295,.030025,.015638,.001251,.0210592,.0131359,.898874,.8336114,.8757298,.0406589,.0577565,.0506672,.0381568,.0454545,.0241868,.0189741,.0423269,.0225188,.0010425,.0093828,.01397,.0022936,.0114679,.0129274,.0360717,.0623436,.088407,.0492077,.059216,.08799,.0398249,.0771476,.0890325,.089241,.1251042,.132819,.1111343,.0877815,.1098832,.1926606,.0675563,.1603419,.1853628,.1482485,.1561718,.1538782,.2249791,.1273978,.1426188,.147623,.0479566,118.2594,86.22519,78.23728,118.2594,86.22519,78.06193,0,0,0,0,0,0,0,0,0,.0018766,.0006255,.0022936,.1978732,.0594245,.0694329,.3584237,.3803169,.1974562,.3211009,.4047123,.457256,.104045,.1038365,.2447873,.0166806,.0510842,.028774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11
2.671388,.028357,.4076314,0,0,0,.0016681,.0020851,.0093828,.0241868,.0425354,.0550459,.0383653,.0473311,.1207256,.1059216,.0806922,.2331109,.1930776,.0458716,0,.8803169,.0429525,.0352377,.0022936,.0045872,.0346122,.1636781,.1059216,.1499166,.0854879,.1198916,.0854879,.1138449,.147206,.0285655,189.9185,118.9055,0,.0016681,.0114679,.0667223,.0934112,.1680567,.1866138,.4261885,.0458716,.028357,.0352377,.0846539,.4076314,.4361968,.4459967,0,0,0,0,0,0,0,0,0,.0016681,.0020851,0,.0020851,.0045872,.0037531,.0093828,.0052127,.0352377,.0241868,.0412844,.1346956,.0425354,.0608841,.0750626,.0550459,.1361551,.1592994,.0383653,.1111343,.0998749,.0473311,.0565054,.0423269,.1207256,.219558,.0779817,.1059216,.0729775,.0669308,.0806922,.0350292,.0769391,.2331109,.1203086,.0873645,.1930776,.1075897,.0988324,.0458716,.0254379,.0371143,0,.001251,.0045872,.8803169,.9484987,.8746873,.0429525,.0319016,.0677648,.0352377,.0072977,.0204337,.0022936,.0058382,.0123019,.0045872,.000834,.0050042,.0346122,.0056297,.0198082,.1636781,.0977898,.1392827,.1059216,.1094662,.0817348,.1499166,.1484571,.0487907,.0854879,.0648457,.0965388,.1198916,.1201001,.0886155,.0854879,.1148874,.057548,.1138449,.0873645,.132402,.147206,.1342786,.130734,.0285655,.1228107,.2243536,189.9185,256.672,391.6401,118.9055,162.2435,165.3201,0,0,0,.0016681,.0020851,0,.0114679,.0097998,.0389908,.0667223,.1021685,.2097581,.0934112,.2472894,.2591743,.1680567,.2760634,.1203086,.1866138,.1080067,.1438699,.4261885,.2278983,.1861968,.0458716,.0266889,.0417014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12
3.147647,.0352377,.4361968,0,0,0,.0020851,.0045872,.0052127,.0412844,.0608841,.1361551,.1111343,.0565054,.219558,.0729775,.0350292,.1203086,.1075897,.0254379,.001251,.9484988,.0319016,.0072977,.0058382,.000834,.0056297,.0977898,.1094662,.148457,.0648457,.1201001,.1148874,.0873645,.1342786,.1228107,256.672,162.2435,0,.0020851,.0097998,.1021685,.2472894,.2760634,.1080067,.2278983,.0266889,.028357,.0352377,.0846539,.4076314,.4361968,.4459967,0,0,0,0,0,0,0,0,0,.0016681,.0020851,0,.0020851,.0045872,.0037531,.0093828,.0052127,.0352377,.0241868,.0412844,.1346956,.0425354,.0608841,.0750626,.0550459,.1361551,.1592994,.0383653,.1111343,.0998749,.0473311,.0565054,.0423269,.1207256,.219558,.0779817,.1059216,.0729775,.0669308,.0806922,.0350292,.0769391,.2331109,.1203086,.0873645,.1930776,.1075897,.0988324,.0458716,.0254379,.0371143,0,.001251,.0045872,.8803169,.9484987,.8746873,.0429525,.0319016,.0677648,.0352377,.0072977,.0204337,.0022936,.0058382,.0123019,.0045872,.000834,.0050042,.0346122,.0056297,.0198082,.1636781,.0977898,.1392827,.1059216,.1094662,.0817348,.1499166,.1484571,.0487907,.0854879,.0648457,.0965388,.1198916,.1201001,.0886155,.0854879,.1148874,.057548,.1138449,.0873645,.132402,.147206,.1342786,.130734,.0285655,.1228107,.2243536,189.9185,256.672,391.6401,118.9055,162.2435,165.3201,0,0,0,.0016681,.0020851,0,.0114679,.0097998,.0389908,.0667223,.1021685,.2097581,.0934112,.2472894,.2591743,.1680567,.2760634,.1203086,.1866138,.1080067,.1438699,.4261885,.2278983,.1861968,.0458716,.0266889,.0417014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
1.992206,.0846539,.4459967,0,0,0,0,.0037531,.0352377,.1346956,.0750626,.1592994,.0998749,.0423269,.0779817,.0669308,.0769391,.0873645,.0988324,.0371143,.0045872,.8746872,.0677648,.0204337,.0123019,.0050042,.0198082,.1392827,.0817348,.0487907,.0965388,.0886155,.057548,.132402,.1307339,.2243536,391.6401,165.3201,0,0,.0389908,.2097581,.2591743,.1203086,.1438699,.1861968,.0417014,.028357,.0352377,.0846539,.4076314,.4361968,.4459967,0,0,0,0,0,0,0,0,0,.0016681,.0020851,0,.0020851,.0045872,.0037531,.0093828,.0052127,.0352377,.0241868,.0412844,.1346956,.0425354,.0608841,.0750626,.0550459,.1361551,.1592994,.0383653,.1111343,.0998749,.0473311,.0565054,.0423269,.1207256,.219558,.0779817,.1059216,.0729775,.0669308,.0806922,.0350292,.0769391,.2331109,.1203086,.0873645,.1930776,.1075897,.0988324,.0458716,.0254379,.0371143,0,.001251,.0045872,.8803169,.9484987,.8746873,.0429525,.0319016,.0677648,.0352377,.0072977,.0204337,.0022936,.0058382,.0123019,.0045872,.000834,.0050042,.0346122,.0056297,.0198082,.1636781,.0977898,.1392827,.1059216,.1094662,.0817348,.1499166,.1484571,.0487907,.0854879,.0648457,.0965388,.1198916,.1201001,.0886155,.0854879,.1148874,.057548,.1138449,.0873645,.132402,.147206,.1342786,.130734,.0285655,.1228107,.2243536,189.9185,256.672,391.6401,118.9055,162.2435,165.3201,0,0,0,.0016681,.0020851,0,.0114679,.0097998,.0389908,.0667223,.1021685,.2097581,.0934112,.2472894,.2591743,.1680567,.2760634,.1203086,.1866138,.1080067,.1438699,.4261885,.2278983,.1861968,.0458716,.0266889,.0417014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12
.3779425,.0292276,.3273486,0,0,0,0,0,.0018789,.0206681,.1250522,.2152401,.1722338,.2588727,.0557411,.0279749,.0352818,.0538622,.0164927,.0164927,.0002088,.9313152,.059499,.0039666,.0029228,0,.0022965,.0797495,.114405,.194572,.1281837,.0686848,.0626305,.1367432,.1085595,.1064718,319.5134,230.9436,0,0,.0018789,.1457203,.3874739,.3146138,.0632568,.0703549,.0167015,.0292276,.0544885,.0498956,.3273486,.4987474,.4559499,0,0,0,0,0,0,0,0,0,0,0,0,0,.0048017,.0031315,.0018789,.0135699,.0148225,.0206681,.0411274,.0655532,.1250522,.0478079,.0546973,.2152401,.1555324,.063048,.1722338,.1498956,.1390397,.2588727,.2461378,.1158664,.0557411,.0647182,.1052192,.0279749,.0782881,.1407098,.0352818,.0530271,.0438413,.0538622,.05762,.1052192,.0164927,.0655532,.1202505,.0164927,.0185804,.0177453,.0002088,.0033403,.010856,.9313152,.7611691,.7121086,.059499,.0924843,.0812109,.0039666,.0609603,.0407098,.0029228,.0210856,.04238,0,.02881,.0346555,.0022965,.0354906,.0889353,.0797495,.0542797,.0901879,.114405,.0672234,.076618,.194572,.0920668,.0645094,.1281837,.0899791,.0736952,.0686848,.1079332,.0874739,.0626305,.136952,.1075157,.1367432,.1139875,.0872651,.1085595,.1534447,.1586639,.1064718,.1841336,.254071,319.5134,283.2873,263.3823,230.9436,188.2791,135.3802,0,0,0,0,0,0,.0018789,.0183716,.0179541,.1457203,.0889353,.1202505,.3874739,.305428,.2020877,.3146138,.310856,.2210856,.0632568,.1313152,.1845511,.0703549,.1231733,.2254697,.0167015,.0219207,.0286013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
.4412948,.0544885,.4987474,0,0,0,0,.0048017,.0135699,.0411273,.0478079,.1555324,.1498956,.2461378,.0647182,.0782881,.0530271,.05762,.0655532,.0185804,.0033403,.7611691,.0924843,.0609603,.0210856,.02881,.0354906,.0542798,.0672234,.0920668,.0899791,.1079332,.136952,.1139875,.1534447,.1841336,283.2873,188.2791,0,0,.0183716,.0889353,.305428,.310856,.1313152,.1231733,.0219207,.0292276,.0544885,.0498956,.3273486,.4987474,.4559499,0,0,0,0,0,0,0,0,0,0,0,0,0,.0048017,.0031315,.0018789,.0135699,.0148225,.0206681,.0411274,.0655532,.1250522,.0478079,.0546973,.2152401,.1555324,.063048,.1722338,.1498956,.1390397,.2588727,.2461378,.1158664,.0557411,.0647182,.1052192,.0279749,.0782881,.1407098,.0352818,.0530271,.0438413,.0538622,.05762,.1052192,.0164927,.0655532,.1202505,.0164927,.0185804,.0177453,.0002088,.0033403,.010856,.9313152,.7611691,.7121086,.059499,.0924843,.0812109,.0039666,.0609603,.0407098,.0029228,.0210856,.04238,0,.02881,.0346555,.0022965,.0354906,.0889353,.0797495,.0542797,.0901879,.114405,.0672234,.076618,.194572,.0920668,.0645094,.1281837,.0899791,.0736952,.0686848,.1079332,.0874739,.0626305,.136952,.1075157,.1367432,.1139875,.0872651,.1085595,.1534447,.1586639,.1064718,.1841336,.254071,319.5134,283.2873,263.3823,230.9436,188.2791,135.3802,0,0,0,0,0,0,.0018789,.0183716,.0179541,.1457203,.0889353,.1202505,.3874739,.305428,.2020877,.3146138,.310856,.2210856,.0632568,.1313152,.1845511,.0703549,.1231733,.2254697,.0167015,.0219207,.0286013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
.2511999,.0498956,.4559499,0,0,0,0,.0031315,.0148225,.0655532,.0546973,.063048,.1390397,.1158664,.1052192,.1407098,.0438413,.1052192,.1202505,.0177453,.0108559,.7121086,.0812109,.0407098,.04238,.0346555,.0889353,.0901879,.076618,.0645094,.0736952,.0874739,.1075157,.0872651,.1586639,.254071,263.3823,135.3802,0,0,.0179541,.1202505,.2020877,.2210856,.1845511,.2254697,.0286013,.0292276,.0544885,.0498956,.3273486,.4987474,.4559499,0,0,0,0,0,0,0,0,0,0,0,0,0,.0048017,.0031315,.0018789,.0135699,.0148225,.0206681,.0411274,.0655532,.1250522,.0478079,.0546973,.2152401,.1555324,.063048,.1722338,.1498956,.1390397,.2588727,.2461378,.1158664,.0557411,.0647182,.1052192,.0279749,.0782881,.1407098,.0352818,.0530271,.0438413,.0538622,.05762,.1052192,.0164927,.0655532,.1202505,.0164927,.0185804,.0177453,.0002088,.0033403,.010856,.9313152,.7611691,.7121086,.059499,.0924843,.0812109,.0039666,.0609603,.0407098,.0029228,.0210856,.04238,0,.02881,.0346555,.0022965,.0354906,.0889353,.0797495,.0542797,.0901879,.114405,.0672234,.076618,.194572,.0920668,.0645094,.1281837,.0899791,.0736952,.0686848,.1079332,.0874739,.0626305,.136952,.1075157,.1367432,.1139875,.0872651,.1085595,.1534447,.1586639,.1064718,.1841336,.254071,319.5134,283.2873,263.3823,230.9436,188.2791,135.3802,0,0,0,0,0,0,.0018789,.0183716,.0179541,.1457203,.0889353,.1202505,.3874739,.305428,.2020877,.3146138,.310856,.2210856,.0632568,.1313152,.1845511,.0703549,.1231733,.2254697,.0167015,.0219207,.0286013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13
