tickets_wk1d_r,tickets_ratedgpg_wk1d_r,tickets_adult_wk1d_r,tickets_p33_highbudget_wk1d_r,tickets_p33_lowbudget_wk1d_r,tickets_p33_hr1000_wk1d_r,tickets_p33_lr1000_wk1d_r,tickets_pt_wk1d_r,tickets_pot_wk1d_r,res_own_snow,res_own_rain,res_own_mat5_10,res_own_mat5_15,res_own_mat5_20,res_own_mat5_25,res_own_mat5_30,res_own_mat5_35,res_own_mat5_40,res_own_mat5_45,res_own_mat5_50,res_own_mat5_55,res_own_mat5_60,res_own_mat5_65,res_own_mat5_70,res_own_mat5_75,res_own_mat5_80,res_own_mat5_85,res_own_mat5_90,res_own_mat5_95,res_own_prec_0,res_own_prec_1,res_own_prec_2,res_own_prec_3,res_own_prec_4,res_own_prec_5,res_own_cloud_0,res_own_cloud_1,res_own_cloud_2,res_own_cloud_3,res_own_cloud_4,res_own_cloud_5,res_own_cloud_6,res_own_cloud_7,res_own_cloud_8,res_own_mat_la,res_own_mat_la_cens,res_own_mat10_10,res_own_mat10_20,res_own_mat10_30,res_own_mat10_40,res_own_mat10_50,res_own_mat10_60,res_own_mat10_70,res_own_mat10_80,res_own_mat10_90,res_own_snow_5,res_own_snow_6,res_own_snow_0,res_own_rain_5,res_own_rain_6,res_own_rain_0,res_own_mat5_10_5,res_own_mat5_10_6,res_own_mat5_10_0,res_own_mat5_15_5,res_own_mat5_15_6,res_own_mat5_15_0,res_own_mat5_20_5,res_own_mat5_20_6,res_own_mat5_20_0,res_own_mat5_25_5,res_own_mat5_25_6,res_own_mat5_25_0,res_own_mat5_30_5,res_own_mat5_30_6,res_own_mat5_30_0,res_own_mat5_35_5,res_own_mat5_35_6,res_own_mat5_35_0,res_own_mat5_40_5,res_own_mat5_40_6,res_own_mat5_40_0,res_own_mat5_45_5,res_own_mat5_45_6,res_own_mat5_45_0,res_own_mat5_50_5,res_own_mat5_50_6,res_own_mat5_50_0,res_own_mat5_55_5,res_own_mat5_55_6,res_own_mat5_55_0,res_own_mat5_60_5,res_own_mat5_60_6,res_own_mat5_60_0,res_own_mat5_65_5,res_own_mat5_65_6,res_own_mat5_65_0,res_own_mat5_70_5,res_own_mat5_70_6,res_own_mat5_70_0,res_own_mat5_75_5,res_own_mat5_75_6,res_own_mat5_75_0,res_own_mat5_80_5,res_own_mat5_80_6,res_own_mat5_80_0,res_own_mat5_85_5,res_own_mat5_85_6,res_own_mat5_85_0,res_own_mat5_90_5,res_own_mat5_90_6,res_own_mat5_90_0,res_own_mat5_95_5,res_own_mat5_95_6,res_own_mat5_95_0,res_own_prec_0_5,res_own_prec_0_6,res_own_prec_0_0,res_own_prec_1_5,res_own_prec_1_6,res_own_prec_1_0,res_own_prec_2_5,res_own_prec_2_6,res_own_prec_2_0,res_own_prec_3_5,res_own_prec_3_6,res_own_prec_3_0,res_own_prec_4_5,res_own_prec_4_6,res_own_prec_4_0,res_own_prec_5_5,res_own_prec_5_6,res_own_prec_5_0,res_own_cloud_0_5,res_own_cloud_0_6,res_own_cloud_0_0,res_own_cloud_1_5,res_own_cloud_1_6,res_own_cloud_1_0,res_own_cloud_2_5,res_own_cloud_2_6,res_own_cloud_2_0,res_own_cloud_3_5,res_own_cloud_3_6,res_own_cloud_3_0,res_own_cloud_4_5,res_own_cloud_4_6,res_own_cloud_4_0,res_own_cloud_5_5,res_own_cloud_5_6,res_own_cloud_5_0,res_own_cloud_6_5,res_own_cloud_6_6,res_own_cloud_6_0,res_own_cloud_7_5,res_own_cloud_7_6,res_own_cloud_7_0,res_own_cloud_8_5,res_own_cloud_8_6,res_own_cloud_8_0,res_own_mat_la_5,res_own_mat_la_6,res_own_mat_la_0,res_own_mat_la_cens_5,res_own_mat_la_cens_6,res_own_mat_la_cens_0,res_own_mat10_10_5,res_own_mat10_10_6,res_own_mat10_10_0,res_own_mat10_20_5,res_own_mat10_20_6,res_own_mat10_20_0,res_own_mat10_30_5,res_own_mat10_30_6,res_own_mat10_30_0,res_own_mat10_40_5,res_own_mat10_40_6,res_own_mat10_40_0,res_own_mat10_50_5,res_own_mat10_50_6,res_own_mat10_50_0,res_own_mat10_60_5,res_own_mat10_60_6,res_own_mat10_60_0,res_own_mat10_70_5,res_own_mat10_70_6,res_own_mat10_70_0,res_own_mat10_80_5,res_own_mat10_80_6,res_own_mat10_80_0,res_own_mat10_90_5,res_own_mat10_90_6,res_own_mat10_90_0
-.1383336,-.1451262,-.3336918,,-.0278456,,-.3923736,-.3144536,-.3144536,-.0486177,-.1633206,-.0047834,-.0028227,-.0021268,-.0055479,-.011477,-.0370242,-.0647442,-.0545389,-.0126461,.0372095,.0100226,.0037438,.0068788,.0598028,.0249737,.0190085,.017681,.0163905,.0217498,-.0256267,.007463,.0078315,-.0061906,-.005227,.0302764,.0148665,.031478,.0052474,.0087541,-.0059457,.0224176,-.0112193,-.0958751,-195.9863,22.64827,-.0076061,-.0076746,-.0485012,-.1192832,.0245634,.0137664,.0666816,.0439822,.0340715,-.0597207,-.0492037,-.0486177,.0230163,.1261776,-.1633206,-.0048029,-.0041678,-.0047834,-.0028445,-.0027785,-.0028227,-.0021437,-.0019312,-.0021268,-.006832,-.0061022,-.0055479,-.0134474,-.0133628,-.011477,-.0389778,-.035415,-.0370242,-.0750867,-.0599106,-.0647442,-.0672231,-.0820262,-.0545389,-.0650658,-.0268332,-.0126461,-.0514682,-.0084316,.0372095,.0755961,.0179056,.0100226,.0856746,.1565878,.0037438,.1161843,.0112878,.0068788,.0739234,.0769835,.0598028,-.0349365,-.0375222,.0249737,-.017084,-.0137082,.0190085,.011283,.0122192,.017681,.0172514,.0172056,.0163905,-.0205401,.0610695,.0217498,.0144339,-.0440256,-.0256267,.0087712,-.0145926,.007463,-.0054068,.0024996,.0078315,-.0006312,-.0024257,-.0061906,.003373,-.0025253,-.005227,-.0403373,-.0607326,.0302764,-.0404703,.0213544,.0148665,-.0009047,-.0324137,.031478,.0222294,-.0297126,.0052474,.0117937,-.0200992,.0087541,.0184178,-.0226966,-.0059457,.0037326,.0389504,.0224176,-.020284,.1002739,-.0112193,.0458227,.005076,-.0958751,-274.1035,-234.1188,-195.9863,-23.77154,-2.37185,22.64827,-.0076474,-.0069463,-.0076061,-.0089758,-.0080334,-.0076746,-.0524252,-.0487777,-.0485012,-.1423098,-.1419369,-.1192832,-.1165341,-.0352648,.0245634,.1612706,.1744934,.0137664,.1901078,.0882713,.0666816,-.0520205,-.0512304,.0439822,.0285344,.0294247,.0340715
.876411,-.0539601,.1787774,-.4384763,,.4575595,.1141675,-1.155803,-1.155803,-.052783,.0508876,-.0047725,-.0029904,-.0026944,-.009556,-.0127591,.0179353,.0106184,.075659,-.0198271,-.0012449,.0727313,-.0066258,-.0236516,-.0518341,-.0531984,-.0157439,.0120496,.0159045,.0005496,-.0038869,.019317,-.002825,-.0018915,-.0112631,.134721,-.0388185,-.0416754,-.0235238,-.0467778,-.055104,-.0427465,-.0445138,.1584386,18.61481,1.877388,-.0077629,-.0122504,.0051762,.0862774,-.0210721,.0661055,-.0754856,-.0689423,.0279542,-.052783,-.033322,.0403348,.0508876,.0016879,-.0418389,-.0047725,-.0041374,-.004753,-.0029904,-.0029243,-.0029685,-.0026944,-.0024819,-.0026774,-.009556,-.0088262,-.0076327,-.0127591,-.0152306,-.0041839,.0179353,-.0162103,.0179714,.0106184,.0025667,.0284123,.075659,-.022222,.0819474,-.0198271,.0914609,.053235,-.0012449,-.0031783,-.0376585,.0727313,.0090988,-.0111368,-.0066258,.0459365,-.0197093,-.0236516,-.0136763,-.0180826,-.0518341,-.0144771,-.0218514,-.0531984,-.0583386,-.0582899,-.0157439,-.0162044,-.0152438,.0120496,.0129858,.0075782,.0159045,.0158586,.0150435,.0005496,.0787117,.0293942,-.0038869,-.032494,-.0000422,.019317,-.0247008,-.0154362,-.002825,-.0085557,-.0002432,-.0018915,-.003259,-.0031875,-.0112631,-.0097023,-.010485,.134721,-.0019858,.0821675,-.0388185,.0165879,.0141495,-.0416754,.0086352,-.0216643,-.0235238,-.0262324,-.0025785,-.0467778,-.0209241,-.0496038,-.055104,-.0222771,-.0353583,-.0427465,-.0062652,.059442,-.0445138,.0150657,-.0069032,.1584386,.0373958,-.0396508,18.61481,-54.31347,80.96767,1.877388,51.52666,21.15943,-.0077629,-.0070617,-.0077215,-.0122504,-.0113081,-.0103102,.0051762,-.0314409,.0137875,.0862774,-.0196553,.1103598,-.0210721,.0882826,.0155766,.0661055,.0550352,-.0308461,-.0754856,-.0281534,-.039934,-.0689423,-.074543,-.0735337,.0279542,.0288445,.0226217
.7575276,-.029628,.1392585,-.3487871,,.4001867,.2632396,-.6900277,-.6900277,.0403348,-.0418389,-.004753,-.0029685,-.0026774,-.0076327,-.0041839,.0179714,.0284123,.0819474,.053235,-.0376585,-.0111368,-.0197093,-.0180826,-.0218514,-.0582899,-.0152438,.0075782,.0150435,.0293942,-.0000422,-.0154362,-.0002432,-.0031875,-.010485,.0821675,.0141495,-.0216643,-.0025785,-.0496038,-.0353583,.059442,-.0069032,-.0396508,80.96767,21.15943,-.0077215,-.0103102,.0137875,.1103598,.0155766,-.0308461,-.039934,-.0735337,.0226217,-.052783,-.033322,.0403348,.0508876,.0016879,-.0418389,-.0047725,-.0041374,-.004753,-.0029904,-.0029243,-.0029685,-.0026944,-.0024819,-.0026774,-.009556,-.0088262,-.0076327,-.0127591,-.0152306,-.0041839,.0179353,-.0162103,.0179714,.0106184,.0025667,.0284123,.075659,-.022222,.0819474,-.0198271,.0914609,.053235,-.0012449,-.0031783,-.0376585,.0727313,.0090988,-.0111368,-.0066258,.0459365,-.0197093,-.0236516,-.0136763,-.0180826,-.0518341,-.0144771,-.0218514,-.0531984,-.0583386,-.0582899,-.0157439,-.0162044,-.0152438,.0120496,.0129858,.0075782,.0159045,.0158586,.0150435,.0005496,.0787117,.0293942,-.0038869,-.032494,-.0000422,.019317,-.0247008,-.0154362,-.002825,-.0085557,-.0002432,-.0018915,-.003259,-.0031875,-.0112631,-.0097023,-.010485,.134721,-.0019858,.0821675,-.0388185,.0165879,.0141495,-.0416754,.0086352,-.0216643,-.0235238,-.0262324,-.0025785,-.0467778,-.0209241,-.0496038,-.055104,-.0222771,-.0353583,-.0427465,-.0062652,.059442,-.0445138,.0150657,-.0069032,.1584386,.0373958,-.0396508,18.61481,-54.31347,80.96767,1.877388,51.52666,21.15943,-.0077629,-.0070617,-.0077215,-.0122504,-.0113081,-.0103102,.0051762,-.0314409,.0137875,.0862774,-.0196553,.1103598,-.0210721,.0882826,.0155766,.0661055,.0550352,-.0308461,-.0754856,-.0281534,-.039934,-.0689423,-.074543,-.0735337,.0279542,.0288445,.0226217
1.269097,.0720817,.2864998,-.4283237,,.4529788,.2075911,-.9450158,-.9450158,-.033322,.0016879,-.0041374,-.0029243,-.0024819,-.0088262,-.0152306,-.0162103,.0025667,-.022222,.0914609,-.0031783,.0090988,.0459365,-.0136763,-.0144771,-.0583386,-.0162044,.0129858,.0158586,.0787117,-.032494,-.0247008,-.0085557,-.003259,-.0097023,-.0019858,.0165879,.0086352,-.0262324,-.0209241,-.0222771,-.0062652,.0150657,.0373958,-54.31347,51.52666,-.0070617,-.0113081,-.0314409,-.0196553,.0882826,.0550352,-.0281534,-.074543,.0288445,-.052783,-.033322,.0403348,.0508876,.0016879,-.0418389,-.0047725,-.0041374,-.004753,-.0029904,-.0029243,-.0029685,-.0026944,-.0024819,-.0026774,-.009556,-.0088262,-.0076327,-.0127591,-.0152306,-.0041839,.0179353,-.0162103,.0179714,.0106184,.0025667,.0284123,.075659,-.022222,.0819474,-.0198271,.0914609,.053235,-.0012449,-.0031783,-.0376585,.0727313,.0090988,-.0111368,-.0066258,.0459365,-.0197093,-.0236516,-.0136763,-.0180826,-.0518341,-.0144771,-.0218514,-.0531984,-.0583386,-.0582899,-.0157439,-.0162044,-.0152438,.0120496,.0129858,.0075782,.0159045,.0158586,.0150435,.0005496,.0787117,.0293942,-.0038869,-.032494,-.0000422,.019317,-.0247008,-.0154362,-.002825,-.0085557,-.0002432,-.0018915,-.003259,-.0031875,-.0112631,-.0097023,-.010485,.134721,-.0019858,.0821675,-.0388185,.0165879,.0141495,-.0416754,.0086352,-.0216643,-.0235238,-.0262324,-.0025785,-.0467778,-.0209241,-.0496038,-.055104,-.0222771,-.0353583,-.0427465,-.0062652,.059442,-.0445138,.0150657,-.0069032,.1584386,.0373958,-.0396508,18.61481,-54.31347,80.96767,1.877388,51.52666,21.15943,-.0077629,-.0070617,-.0077215,-.0122504,-.0113081,-.0103102,.0051762,-.0314409,.0137875,.0862774,-.0196553,.1103598,-.0210721,.0882826,.0155766,.0661055,.0550352,-.0308461,-.0754856,-.0281534,-.039934,-.0689423,-.074543,-.0735337,.0279542,.0288445,.0226217
-1.248231,,-.7815958,,.084785,,-.2960959,-1.900563,-1.900563,-.0039579,-.099668,-.0045523,-.0031469,-.0019698,-.0030896,-.0052007,-.0049302,-.0054796,-.0298953,.052163,.026902,.0416914,-.0270141,-.0177478,-.0201482,.003513,-.0211432,.0042459,.0158023,.0661833,-.0389408,-.0103998,-.0072117,-.0042866,-.0053443,-.0316707,-.0041503,-.0020042,.0786933,.0840487,.0567006,-.052655,-.0769451,-.0520173,-41.9741,40.87582,-.0076991,-.0050594,-.0101309,-.0353749,.079065,.0146773,-.037896,-.0176302,.0200482,-.0039579,.0133054,.0334921,-.099668,-.0598053,.0521845,-.0045523,-.0045523,-.0045523,-.0031469,-.0026294,-.0026294,-.0019698,-.0012533,-.0011169,-.0030896,-.0016074,.0039118,-.0052007,.0105351,.011017,-.0049302,.0162104,.0225749,-.0054796,.0198842,.0545791,-.0298953,-.003469,.0921783,.052163,.0471802,.1083362,.026902,.0368054,-.0170814,.0416914,.047646,-.0496747,-.0270141,-.0526237,-.0768828,-.0177478,-.0711793,-.0841203,-.0201482,-.0557043,-.0483619,.003513,-.0057881,-.025726,-.0211432,-.0017229,.000293,.0042459,.0070552,.0019377,.0158023,.0152132,.0153174,.0661833,.036094,.0137036,-.0389408,-.0152047,.0136445,-.0103998,-.0010339,-.0002716,-.0072117,-.0110962,-.0073876,-.0042866,-.006134,-.0074244,-.0053443,-.0026252,-.0122644,-.0316707,-.0646642,-.1013646,-.0041503,.0228644,-.0489514,-.0020042,.0067231,-.0051822,.0786933,.0142546,.035297,.0840487,-.0026385,.008383,.0567006,.0074903,.0129039,-.052655,.0184196,.0097231,-.0769451,-.041675,.0076918,-.0520173,.0392257,.0814996,-41.9741,70.26037,196.127,40.87582,55.91288,52.83539,-.0076991,-.0071817,-.0071817,-.0050594,-.0028608,.0027949,-.0101309,.0267455,.033592,-.0353749,.0164152,.1467574,.079065,.0839856,.0912548,.0146773,-.0049777,-.1265575,-.037896,-.1268836,-.1324822,-.0176302,-.0075109,-.0254329,.0200482,.0222683,.0172551
-.8277215,,-.5083851,,.2135081,,-.0533466,-1.360515,-1.360515,.0133054,-.0598053,-.0045523,-.0026294,-.0012533,-.0016074,.0105351,.0162104,.0198842,-.003469,.0471802,.0368054,.047646,-.0526237,-.0711793,-.0557043,-.0057881,-.0017229,.0070552,.0152132,.036094,-.0152047,-.0010339,-.0110962,-.006134,-.0026252,-.0646642,.0228644,.0067231,.0142546,-.0026385,.0074903,.0184196,-.041675,.0392257,70.26037,55.91288,-.0071817,-.0028608,.0267455,.0164152,.0839856,-.0049777,-.1268836,-.0075109,.0222683,-.0039579,.0133054,.0334921,-.099668,-.0598053,.0521845,-.0045523,-.0045523,-.0045523,-.0031469,-.0026294,-.0026294,-.0019698,-.0012533,-.0011169,-.0030896,-.0016074,.0039118,-.0052007,.0105351,.011017,-.0049302,.0162104,.0225749,-.0054796,.0198842,.0545791,-.0298953,-.003469,.0921783,.052163,.0471802,.1083362,.026902,.0368054,-.0170814,.0416914,.047646,-.0496747,-.0270141,-.0526237,-.0768828,-.0177478,-.0711793,-.0841203,-.0201482,-.0557043,-.0483619,.003513,-.0057881,-.025726,-.0211432,-.0017229,.000293,.0042459,.0070552,.0019377,.0158023,.0152132,.0153174,.0661833,.036094,.0137036,-.0389408,-.0152047,.0136445,-.0103998,-.0010339,-.0002716,-.0072117,-.0110962,-.0073876,-.0042866,-.006134,-.0074244,-.0053443,-.0026252,-.0122644,-.0316707,-.0646642,-.1013646,-.0041503,.0228644,-.0489514,-.0020042,.0067231,-.0051822,.0786933,.0142546,.035297,.0840487,-.0026385,.008383,.0567006,.0074903,.0129039,-.052655,.0184196,.0097231,-.0769451,-.041675,.0076918,-.0520173,.0392257,.0814996,-41.9741,70.26037,196.127,40.87582,55.91288,52.83539,-.0076991,-.0071817,-.0071817,-.0050594,-.0028608,.0027949,-.0101309,.0267455,.033592,-.0353749,.0164152,.1467574,.079065,.0839856,.0912548,.0146773,-.0049777,-.1265575,-.037896,-.1268836,-.1324822,-.0176302,-.0075109,-.0254329,.0200482,.0222683,.0172551
-.6606243,,-.3534968,,-.5118495,.5160301,-1.071187,-.4844041,-.4844041,-.007698,-.0688096,-.0041593,-.0027582,-.0011492,.002308,.0070238,.0028056,-.0184215,-.0342379,-.0537053,-.0224877,.0049912,-.1058095,-.0617955,.1498621,.1139209,.0055183,.0053201,.0127742,.0665598,-.0098542,-.0161575,-.0132099,-.007585,-.0197532,-.0057455,.0268076,.047692,.0609821,.0105629,.0127729,-.0040357,-.0596818,-.0893546,-69.38794,-24.73338,-.0069175,.0011588,.0098293,-.0526594,-.076193,-.1008182,.0880667,.1194391,.0180943,-.0158692,-.007698,-.0086041,-.2463176,-.0688096,-.0699433,-.0047944,-.0041593,-.0047749,-.0028243,-.0027582,-.0028025,-.0013617,-.0011492,-.0013447,.0015781,.002308,.0028623,.004382,.0070238,.0080573,.0000954,.0028056,.004606,-.0154821,-.0184215,-.0183533,-.033928,-.0342379,-.0308348,-.0343971,-.0537053,-.0358986,-.0150141,-.0224877,-.014785,.0677842,.0049912,-.0452936,-.0379906,-.1058095,-.0491597,-.0476946,-.0617955,-.0630069,.0547511,.1498621,-.0026232,.0214704,.1139209,.1591435,.0262217,.0055183,.0780748,.0043839,.0053201,.0041741,.0128201,.0127742,.0119591,.1087711,.0665598,.0504737,-.0464434,-.0098542,-.0119151,-.0187953,-.0161575,-.0066782,-.0149356,-.0132099,-.0085183,-.0081348,-.007585,-.0047434,-.0204619,-.0197532,-.0186186,.1785073,-.0057455,.0296295,.030413,.0268076,.026713,.0122864,.047692,.0175998,.0287454,.0609821,.0345666,.0196493,.0105629,.0264118,-.0309284,.0127729,-.0135225,-.059489,-.0040357,.0090537,-.083262,-.0596818,-.0516111,-.0959219,-.0893546,-.0788409,-57.39819,-69.38794,-45.54663,-2.794858,-24.73338,-4.520232,-.0076187,-.0069175,-.0075774,.0002164,.0011588,.0015176,.0044774,.0098293,.0126633,-.0494101,-.0526594,-.0491881,-.0494112,-.076193,-.0506836,.0297936,-.1008182,-.0944533,.0070565,.0880667,-.06563,.0476921,.1194391,.2372183,.017204,.0180943,.0161332
-.2718157,,-.1619144,,-.2904606,.5481929,-.7616701,-.2386752,-.2386752,-.0086041,-.0699433,-.0047749,-.0028025,-.0013447,.0028623,.0080573,.004606,-.0183533,-.0308348,-.0358986,-.014785,-.0452936,-.0491597,-.0630069,-.0026232,.1591435,.0780748,.0041741,.0119591,.0504737,-.0119151,-.0066782,-.0085183,-.0047434,-.0186186,.0296295,.026713,.0175998,.0345666,.0264118,-.0135225,.0090537,-.0516111,-.0788409,-45.54663,-4.520232,-.0075774,.0015176,.0126633,-.0491881,-.0506836,-.0944533,-.06563,.2372183,.0161332,-.0158692,-.007698,-.0086041,-.2463176,-.0688096,-.0699433,-.0047944,-.0041593,-.0047749,-.0028243,-.0027582,-.0028025,-.0013617,-.0011492,-.0013447,.0015781,.002308,.0028623,.004382,.0070238,.0080573,.0000954,.0028056,.004606,-.0154821,-.0184215,-.0183533,-.033928,-.0342379,-.0308348,-.0343971,-.0537053,-.0358986,-.0150141,-.0224877,-.014785,.0677842,.0049912,-.0452936,-.0379906,-.1058095,-.0491597,-.0476946,-.0617955,-.0630069,.0547511,.1498621,-.0026232,.0214704,.1139209,.1591435,.0262217,.0055183,.0780748,.0043839,.0053201,.0041741,.0128201,.0127742,.0119591,.1087711,.0665598,.0504737,-.0464434,-.0098542,-.0119151,-.0187953,-.0161575,-.0066782,-.0149356,-.0132099,-.0085183,-.0081348,-.007585,-.0047434,-.0204619,-.0197532,-.0186186,.1785073,-.0057455,.0296295,.030413,.0268076,.026713,.0122864,.047692,.0175998,.0287454,.0609821,.0345666,.0196493,.0105629,.0264118,-.0309284,.0127729,-.0135225,-.059489,-.0040357,.0090537,-.083262,-.0596818,-.0516111,-.0959219,-.0893546,-.0788409,-57.39819,-69.38794,-45.54663,-2.794858,-24.73338,-4.520232,-.0076187,-.0069175,-.0075774,.0002164,.0011588,.0015176,.0044774,.0098293,.0126633,-.0494101,-.0526594,-.0491881,-.0494112,-.076193,-.0506836,.0297936,-.1008182,-.0944533,.0070565,.0880667,-.06563,.0476921,.1194391,.2372183,.017204,.0180943,.0161332
-.166834,,.0356888,,-.52395,.9274755,-1.074568,.6398968,.6398968,-.0158692,-.2463176,-.0047944,-.0028243,-.0013617,.0015781,.004382,.0000954,-.0154821,-.033928,-.0343971,-.0150141,.0677842,-.0379906,-.0476946,.0547511,.0214704,.0262217,.0043839,.0128201,.1087711,-.0464434,-.0187953,-.0149356,-.0081348,-.0204619,.1785073,.030413,.0122864,.0287454,.0196493,-.0309284,-.059489,-.083262,-.0959219,-57.39819,-2.794858,-.0076187,.0002164,.0044774,-.0494101,-.0494112,.0297936,.0070565,.0476921,.017204,-.0158692,-.007698,-.0086041,-.2463176,-.0688096,-.0699433,-.0047944,-.0041593,-.0047749,-.0028243,-.0027582,-.0028025,-.0013617,-.0011492,-.0013447,.0015781,.002308,.0028623,.004382,.0070238,.0080573,.0000954,.0028056,.004606,-.0154821,-.0184215,-.0183533,-.033928,-.0342379,-.0308348,-.0343971,-.0537053,-.0358986,-.0150141,-.0224877,-.014785,.0677842,.0049912,-.0452936,-.0379906,-.1058095,-.0491597,-.0476946,-.0617955,-.0630069,.0547511,.1498621,-.0026232,.0214704,.1139209,.1591435,.0262217,.0055183,.0780748,.0043839,.0053201,.0041741,.0128201,.0127742,.0119591,.1087711,.0665598,.0504737,-.0464434,-.0098542,-.0119151,-.0187953,-.0161575,-.0066782,-.0149356,-.0132099,-.0085183,-.0081348,-.007585,-.0047434,-.0204619,-.0197532,-.0186186,.1785073,-.0057455,.0296295,.030413,.0268076,.026713,.0122864,.047692,.0175998,.0287454,.0609821,.0345666,.0196493,.0105629,.0264118,-.0309284,.0127729,-.0135225,-.059489,-.0040357,.0090537,-.083262,-.0596818,-.0516111,-.0959219,-.0893546,-.0788409,-57.39819,-69.38794,-45.54663,-2.794858,-24.73338,-4.520232,-.0076187,-.0069175,-.0075774,.0002164,.0011588,.0015176,.0044774,.0098293,.0126633,-.0494101,-.0526594,-.0491881,-.0494112,-.076193,-.0506836,.0297936,-.1008182,-.0944533,.0070565,.0880667,-.06563,.0476921,.1194391,.2372183,.017204,.0180943,.0161332
.9146228,,.9388036,.4516343,,.2289143,,.3990034,.3990034,-.0088315,.0986,-.0047749,-.0027772,-.0012688,.0029609,.0075803,.0038307,-.0082545,-.003522,.0139004,-.0107593,-.0018944,-.0358414,.0228421,-.0288466,-.0182687,.0067037,.0368636,.0215258,-.004749,.0337128,-.0048798,-.0114736,-.0094497,-.0031607,.0094227,-.0380202,-.0191243,-.0054825,.0181145,.0158542,.024862,.080391,-.0860174,8.762923,25.61062,-.0075521,.0016921,.0114111,-.0117764,.0031411,-.0377358,-.0060044,-.011565,.0583894,-.0058703,-.0123964,-.0088315,.016663,.0364842,.0986,-.0047944,-.0041593,-.0047749,-.002799,-.0027329,-.0027772,-.0012858,-.0010733,-.0012688,.0016768,.0024066,.0029609,.003905,.0048421,.0075803,.004433,.0052261,.0038307,-.003042,-.0157754,-.0082545,-.0276961,-.0207648,-.003522,-.0397525,.0041964,.0139004,.0433135,.0034758,-.0107593,.1019563,.0006577,-.0018944,-.0802603,.032757,-.0358414,-.1004848,-.0483507,.0228421,-.0087723,-.0238171,-.0288466,.0385665,-.0049011,-.0182687,.0673195,.0525915,.0067037,-.0044485,.003302,.0368636,.0121653,.0121194,.0215258,.0130601,-.0291304,-.004749,-.0093151,.0083017,.0337128,.0028128,-.0011513,-.0048798,.0014898,.0040673,-.0114736,-.0011272,-.0035586,-.0094497,-.0069205,.0214713,-.0031607,-.0279085,.030714,.0094227,.02637,.0217009,-.0380202,.0034641,-.0146033,-.0191243,.0031815,.0532846,-.0054825,-.0237789,.0261266,.0181145,-.020067,.0338273,.0158542,-.030648,-.018671,.024862,.0674958,-.0573608,.080391,.001891,-.0750183,-.0860174,-13.55081,-19.78998,8.762923,16.11892,11.65513,25.61062,-.0075934,-.0068923,-.0075521,.000391,.0013333,.0016921,.008338,.0100682,.0114111,-.030738,-.0365402,-.0117764,.003561,.0076722,.0031411,.021696,.0334147,-.0377358,-.1092572,-.0721678,-.0060044,.1058859,.0476904,-.011565,.0077168,.0154214,.0583894
.8030203,,.9198225,.1293505,,.0536926,,.1566171,.1566171,-.0058703,.016663,-.0047944,-.002799,-.0012858,.0016768,.003905,.004433,-.003042,-.0276961,-.0397525,.0433135,.1019563,-.0802603,-.1004848,-.0087723,.0385665,.0673195,-.0044485,.0121653,.0130601,-.0093151,.0028128,.0014898,-.0011272,-.0069205,-.0279085,.02637,.0034641,.0031815,-.0237789,-.020067,-.030648,.0674958,.001891,-13.55081,16.11892,-.0075934,.000391,.008338,-.030738,.003561,.021696,-.1092572,.1058859,.0077168,-.0058703,-.0123964,-.0088315,.016663,.0364842,.0986,-.0047944,-.0041593,-.0047749,-.002799,-.0027329,-.0027772,-.0012858,-.0010733,-.0012688,.0016768,.0024066,.0029609,.003905,.0048421,.0075803,.004433,.0052261,.0038307,-.003042,-.0157754,-.0082545,-.0276961,-.0207648,-.003522,-.0397525,.0041964,.0139004,.0433135,.0034758,-.0107593,.1019563,.0006577,-.0018944,-.0802603,.032757,-.0358414,-.1004848,-.0483507,.0228421,-.0087723,-.0238171,-.0288466,.0385665,-.0049011,-.0182687,.0673195,.0525915,.0067037,-.0044485,.003302,.0368636,.0121653,.0121194,.0215258,.0130601,-.0291304,-.004749,-.0093151,.0083017,.0337128,.0028128,-.0011513,-.0048798,.0014898,.0040673,-.0114736,-.0011272,-.0035586,-.0094497,-.0069205,.0214713,-.0031607,-.0279085,.030714,.0094227,.02637,.0217009,-.0380202,.0034641,-.0146033,-.0191243,.0031815,.0532846,-.0054825,-.0237789,.0261266,.0181145,-.020067,.0338273,.0158542,-.030648,-.018671,.024862,.0674958,-.0573608,.080391,.001891,-.0750183,-.0860174,-13.55081,-19.78998,8.762923,16.11892,11.65513,25.61062,-.0075934,-.0068923,-.0075521,.000391,.0013333,.0016921,.008338,.0100682,.0114111,-.030738,-.0365402,-.0117764,.003561,.0076722,.0031411,.021696,.0334147,-.0377358,-.1092572,-.0721678,-.0060044,.1058859,.0476904,-.011565,.0077168,.0154214,.0583894
