tickets_wk1d_r,tickets_ratedgpg_wk1d_r,tickets_adult_wk1d_r,tickets_p33_highbudget_wk1d_r,tickets_p33_lowbudget_wk1d_r,tickets_p33_hr1000_wk1d_r,tickets_p33_lr1000_wk1d_r,tickets_pt_wk1d_r,tickets_pot_wk1d_r,res_own_snow,res_own_rain,res_own_mat5_10,res_own_mat5_15,res_own_mat5_20,res_own_mat5_25,res_own_mat5_30,res_own_mat5_35,res_own_mat5_40,res_own_mat5_45,res_own_mat5_50,res_own_mat5_55,res_own_mat5_60,res_own_mat5_65,res_own_mat5_70,res_own_mat5_75,res_own_mat5_80,res_own_mat5_85,res_own_mat5_90,res_own_mat5_95,res_own_prec_0,res_own_prec_1,res_own_prec_2,res_own_prec_3,res_own_prec_4,res_own_prec_5,res_own_cloud_0,res_own_cloud_1,res_own_cloud_2,res_own_cloud_3,res_own_cloud_4,res_own_cloud_5,res_own_cloud_6,res_own_cloud_7,res_own_cloud_8,res_own_mat_la,res_own_mat_la_cens,res_own_mat10_10,res_own_mat10_20,res_own_mat10_30,res_own_mat10_40,res_own_mat10_50,res_own_mat10_60,res_own_mat10_70,res_own_mat10_80,res_own_mat10_90,res_own_snow_5,res_own_snow_6,res_own_snow_0,res_own_rain_5,res_own_rain_6,res_own_rain_0,res_own_mat5_10_5,res_own_mat5_10_6,res_own_mat5_10_0,res_own_mat5_15_5,res_own_mat5_15_6,res_own_mat5_15_0,res_own_mat5_20_5,res_own_mat5_20_6,res_own_mat5_20_0,res_own_mat5_25_5,res_own_mat5_25_6,res_own_mat5_25_0,res_own_mat5_30_5,res_own_mat5_30_6,res_own_mat5_30_0,res_own_mat5_35_5,res_own_mat5_35_6,res_own_mat5_35_0,res_own_mat5_40_5,res_own_mat5_40_6,res_own_mat5_40_0,res_own_mat5_45_5,res_own_mat5_45_6,res_own_mat5_45_0,res_own_mat5_50_5,res_own_mat5_50_6,res_own_mat5_50_0,res_own_mat5_55_5,res_own_mat5_55_6,res_own_mat5_55_0,res_own_mat5_60_5,res_own_mat5_60_6,res_own_mat5_60_0,res_own_mat5_65_5,res_own_mat5_65_6,res_own_mat5_65_0,res_own_mat5_70_5,res_own_mat5_70_6,res_own_mat5_70_0,res_own_mat5_75_5,res_own_mat5_75_6,res_own_mat5_75_0,res_own_mat5_80_5,res_own_mat5_80_6,res_own_mat5_80_0,res_own_mat5_85_5,res_own_mat5_85_6,res_own_mat5_85_0,res_own_mat5_90_5,res_own_mat5_90_6,res_own_mat5_90_0,res_own_mat5_95_5,res_own_mat5_95_6,res_own_mat5_95_0,res_own_prec_0_5,res_own_prec_0_6,res_own_prec_0_0,res_own_prec_1_5,res_own_prec_1_6,res_own_prec_1_0,res_own_prec_2_5,res_own_prec_2_6,res_own_prec_2_0,res_own_prec_3_5,res_own_prec_3_6,res_own_prec_3_0,res_own_prec_4_5,res_own_prec_4_6,res_own_prec_4_0,res_own_prec_5_5,res_own_prec_5_6,res_own_prec_5_0,res_own_cloud_0_5,res_own_cloud_0_6,res_own_cloud_0_0,res_own_cloud_1_5,res_own_cloud_1_6,res_own_cloud_1_0,res_own_cloud_2_5,res_own_cloud_2_6,res_own_cloud_2_0,res_own_cloud_3_5,res_own_cloud_3_6,res_own_cloud_3_0,res_own_cloud_4_5,res_own_cloud_4_6,res_own_cloud_4_0,res_own_cloud_5_5,res_own_cloud_5_6,res_own_cloud_5_0,res_own_cloud_6_5,res_own_cloud_6_6,res_own_cloud_6_0,res_own_cloud_7_5,res_own_cloud_7_6,res_own_cloud_7_0,res_own_cloud_8_5,res_own_cloud_8_6,res_own_cloud_8_0,res_own_mat_la_5,res_own_mat_la_6,res_own_mat_la_0,res_own_mat_la_cens_5,res_own_mat_la_cens_6,res_own_mat_la_cens_0,res_own_mat10_10_5,res_own_mat10_10_6,res_own_mat10_10_0,res_own_mat10_20_5,res_own_mat10_20_6,res_own_mat10_20_0,res_own_mat10_30_5,res_own_mat10_30_6,res_own_mat10_30_0,res_own_mat10_40_5,res_own_mat10_40_6,res_own_mat10_40_0,res_own_mat10_50_5,res_own_mat10_50_6,res_own_mat10_50_0,res_own_mat10_60_5,res_own_mat10_60_6,res_own_mat10_60_0,res_own_mat10_70_5,res_own_mat10_70_6,res_own_mat10_70_0,res_own_mat10_80_5,res_own_mat10_80_6,res_own_mat10_80_0,res_own_mat10_90_5,res_own_mat10_90_6,res_own_mat10_90_0
-.7506981,.1526359,-1.448559,,,,-.3386892,-1.619335,-1.619335,-.0114195,.0894671,-.0000957,.0012968,.0015772,-.0007775,-.0078456,-.005919,-.0071813,-.0135416,.0006121,.1169243,.2067666,-.0444529,-.1231084,-.0718079,-.0474772,-.0237641,.0230435,-.0042493,-.0816967,.0044786,.0133966,-.0000135,.0502745,.0135605,-.082891,-.0568242,-.0497361,-.0186105,.0124241,.0148802,.0022278,.0596972,.1188324,21.67294,51.64314,.0012011,.0007996,-.0137645,-.0207229,.1175364,.1623137,-.1949163,-.0712413,.0187942,-.0114195,-.0017108,-.0125608,.0894671,.0379702,.0906319,-.0000957,.0005394,.0002219,.0012968,.0013628,.0013298,.0015772,.0017897,.0016834,-.0007775,-.0000477,-.0004126,-.0078456,-.0069084,-.0072406,-.005919,-.0040612,-.0050254,-.0071813,-.0079855,-.0041944,-.0135416,-.0037996,-.0116514,.0006121,.0056852,.0034256,.1169243,.0275623,.12882,.2067666,.1201557,.1455019,-.0444529,.0798847,-.0260801,-.1231084,-.0709931,-.0043003,-.0718079,-.0673938,-.066888,-.0474772,-.0731287,-.1023518,-.0237641,-.0302763,-.058748,.0230435,.0187627,.0004825,-.0042493,.0088517,.0054276,-.0816967,-.0585476,-.155935,.0044786,.0324864,.0312208,.0133966,.0116344,.0464175,-.0000135,.013607,.0268966,.0502745,.006584,.0156135,.0135605,-.0057642,.0357867,-.082891,-.0703807,.0090103,-.0568242,-.0386916,-.0300582,-.0497361,-.0198829,-.0272483,-.0186105,.0077225,.0028494,.0124241,.0281382,-.0530463,.0148802,.0340805,.0195824,.0022278,.0504936,.0519747,.0596972,.0158857,.0232647,.1188324,-.0073654,.0036711,21.67294,19.04894,22.1175,51.64314,35.04474,44.18752,.0012011,.0019022,.0015516,.0007996,.001742,.0012708,-.0137645,-.0109696,-.012266,-.0207229,-.0117851,-.0158458,.1175364,.0332475,.1322456,.1623137,.2000405,.1194217,-.1949163,-.1383869,-.0711883,-.0712413,-.103405,-.1610999,.0187942,.0276144,.0059101
-.5566657,-.0000424,-1.079479,,,,-.3257825,-1.113575,-1.113575,-.0125608,.0906319,.0002219,.0013298,.0016834,-.0004126,-.0072406,-.0050254,-.0041944,-.0116514,.0034256,.12882,.1455019,-.0260801,-.0043003,-.066888,-.1023518,-.058748,.0004825,.0054276,-.155935,.0312208,.0464175,.0268966,.0156135,.0357867,.0090103,-.0300582,-.0272483,.0028494,-.0530463,.0195824,.0519747,.0232647,.0036711,22.1175,44.18752,.0015516,.0012708,-.012266,-.0158458,.1322456,.1194217,-.0711883,-.1610999,.0059101,-.0114195,-.0017108,-.0125608,.0894671,.0379702,.0906319,-.0000957,.0005394,.0002219,.0012968,.0013628,.0013298,.0015772,.0017897,.0016834,-.0007775,-.0000477,-.0004126,-.0078456,-.0069084,-.0072406,-.005919,-.0040612,-.0050254,-.0071813,-.0079855,-.0041944,-.0135416,-.0037996,-.0116514,.0006121,.0056852,.0034256,.1169243,.0275623,.12882,.2067666,.1201557,.1455019,-.0444529,.0798847,-.0260801,-.1231084,-.0709931,-.0043003,-.0718079,-.0673938,-.066888,-.0474772,-.0731287,-.1023518,-.0237641,-.0302763,-.058748,.0230435,.0187627,.0004825,-.0042493,.0088517,.0054276,-.0816967,-.0585476,-.155935,.0044786,.0324864,.0312208,.0133966,.0116344,.0464175,-.0000135,.013607,.0268966,.0502745,.006584,.0156135,.0135605,-.0057642,.0357867,-.082891,-.0703807,.0090103,-.0568242,-.0386916,-.0300582,-.0497361,-.0198829,-.0272483,-.0186105,.0077225,.0028494,.0124241,.0281382,-.0530463,.0148802,.0340805,.0195824,.0022278,.0504936,.0519747,.0596972,.0158857,.0232647,.1188324,-.0073654,.0036711,21.67294,19.04894,22.1175,51.64314,35.04474,44.18752,.0012011,.0019022,.0015516,.0007996,.001742,.0012708,-.0137645,-.0109696,-.012266,-.0207229,-.0117851,-.0158458,.1175364,.0332475,.1322456,.1623137,.2000405,.1194217,-.1949163,-.1383869,-.0711883,-.0712413,-.103405,-.1610999,.0187942,.0276144,.0059101
-.9616297,-.3631046,,,,,,.0461662,.0461662,-.013127,.0174595,.0000232,.0013223,.0016239,.0002002,-.005205,-.0044958,-.0074831,-.0058317,-.0050841,.0243339,-.0077859,.0468742,-.0840368,-.0367549,-.0081046,.0358183,.0130405,.0415455,.061271,-.0042583,-.0146201,-.017605,-.0114669,-.0133206,.0941539,.0003807,-.0026371,.0094947,.0654264,-.0116671,-.0232907,-.0507614,-.0810995,19.81931,38.51783,.0013455,.0018241,-.0097009,-.0133148,.0192498,.0390883,-.1207917,.0277137,.054586,-.0131387,-.0113599,-.013127,.0079829,-.0531438,.0174595,3.65e-06,.0006388,.0000232,.0013005,.0013665,.0013223,.0016069,.0018194,.0016239,-.0010839,-.0003541,.0002002,-.0088804,-.0079433,-.005205,-.0058101,-.0039523,-.0044958,-.0063166,-.0069121,-.0074831,-.0130743,-.0150199,-.0058317,-.0226151,-.0425917,-.0050841,.0042847,-.0396025,.0243339,.00661,-.0792004,-.0077859,-.0090387,-.0443574,.0468742,.0156988,.1427841,-.0840368,.0454193,.0260365,-.0367549,-.0515669,-.0125118,-.0081046,-.0283561,.0064652,.0358183,.0237751,.0263814,.0130405,.0480432,.0469535,.0415455,-.0485526,.0911029,.061271,.0012531,-.021669,-.0042583,.0318949,-.0270713,-.0146201,.0063311,-.0163691,-.017605,.019227,-.0115383,-.0114669,-.0101535,-.0144552,-.0133206,.0402889,.0893404,.0941539,.0627533,.0911238,.0003807,-.0205042,.0337878,-.0026371,-.0310398,-.0036516,.0094947,-.0355267,.0282109,.0654264,-.0475084,-.0232893,-.0116671,-.002996,-.0511612,-.0232907,.0606942,-.0804232,-.0507614,-.0261614,-.0839378,-.0810995,-13.34329,-34.54691,19.81931,18.24563,-11.92344,38.51783,.0013041,.0020053,.0013455,.000523,.0014653,.0018241,-.0146905,-.0118956,-.0097009,-.0193909,-.021932,-.0133148,-.0183303,-.0821942,.0192498,-.0024287,-.1235578,.0390883,.0611181,.1688206,-.1207917,-.079923,-.0060466,.0277137,.0718182,.0733349,.054586
-1.101319,.0195175,,,,,,.331466,.331466,-.0131387,.0079829,3.65e-06,.0013005,.0016069,-.0010839,-.0088804,-.0058101,-.0063166,-.0130743,-.0226151,.0042847,.00661,-.0090387,.0156988,.0454193,-.0515669,-.0283561,.0237751,.0480432,-.0485526,.0012531,.0318949,.0063311,.019227,-.0101535,.0402889,.0627533,-.0205042,-.0310398,-.0355267,-.0475084,-.002996,.0606942,-.0261614,-13.34329,18.24563,.0013041,.000523,-.0146905,-.0193909,-.0183303,-.0024287,.0611181,-.079923,.0718182,-.0131387,-.0113599,-.013127,.0079829,-.0531438,.0174595,3.65e-06,.0006388,.0000232,.0013005,.0013665,.0013223,.0016069,.0018194,.0016239,-.0010839,-.0003541,.0002002,-.0088804,-.0079433,-.005205,-.0058101,-.0039523,-.0044958,-.0063166,-.0069121,-.0074831,-.0130743,-.0150199,-.0058317,-.0226151,-.0425917,-.0050841,.0042847,-.0396025,.0243339,.00661,-.0792004,-.0077859,-.0090387,-.0443574,.0468742,.0156988,.1427841,-.0840368,.0454193,.0260365,-.0367549,-.0515669,-.0125118,-.0081046,-.0283561,.0064652,.0358183,.0237751,.0263814,.0130405,.0480432,.0469535,.0415455,-.0485526,.0911029,.061271,.0012531,-.021669,-.0042583,.0318949,-.0270713,-.0146201,.0063311,-.0163691,-.017605,.019227,-.0115383,-.0114669,-.0101535,-.0144552,-.0133206,.0402889,.0893404,.0941539,.0627533,.0911238,.0003807,-.0205042,.0337878,-.0026371,-.0310398,-.0036516,.0094947,-.0355267,.0282109,.0654264,-.0475084,-.0232893,-.0116671,-.002996,-.0511612,-.0232907,.0606942,-.0804232,-.0507614,-.0261614,-.0839378,-.0810995,-13.34329,-34.54691,19.81931,18.24563,-11.92344,38.51783,.0013041,.0020053,.0013455,.000523,.0014653,.0018241,-.0146905,-.0118956,-.0097009,-.0193909,-.021932,-.0133148,-.0183303,-.0821942,.0192498,-.0024287,-.1235578,.0390883,.0611181,.1688206,-.1207917,-.079923,-.0060466,.0277137,.0718182,.0733349,.054586
-1.109681,-.1049593,,,,,,.4302768,.4302768,-.0113599,-.0531438,.0006388,.0013665,.0018194,-.0003541,-.0079433,-.0039523,-.0069121,-.0150199,-.0425917,-.0396025,-.0792004,-.0443574,.1427841,.0260365,-.0125118,.0064652,.0263814,.0469535,.0911029,-.021669,-.0270713,-.0163691,-.0115383,-.0144552,.0893404,.0911238,.0337878,-.0036516,.0282109,-.0232893,-.0511612,-.0804232,-.0839378,-34.54691,-11.92344,.0020053,.0014653,-.0118956,-.021932,-.0821942,-.1235578,.1688206,-.0060466,.0733349,-.0131387,-.0113599,-.013127,.0079829,-.0531438,.0174595,3.65e-06,.0006388,.0000232,.0013005,.0013665,.0013223,.0016069,.0018194,.0016239,-.0010839,-.0003541,.0002002,-.0088804,-.0079433,-.005205,-.0058101,-.0039523,-.0044958,-.0063166,-.0069121,-.0074831,-.0130743,-.0150199,-.0058317,-.0226151,-.0425917,-.0050841,.0042847,-.0396025,.0243339,.00661,-.0792004,-.0077859,-.0090387,-.0443574,.0468742,.0156988,.1427841,-.0840368,.0454193,.0260365,-.0367549,-.0515669,-.0125118,-.0081046,-.0283561,.0064652,.0358183,.0237751,.0263814,.0130405,.0480432,.0469535,.0415455,-.0485526,.0911029,.061271,.0012531,-.021669,-.0042583,.0318949,-.0270713,-.0146201,.0063311,-.0163691,-.017605,.019227,-.0115383,-.0114669,-.0101535,-.0144552,-.0133206,.0402889,.0893404,.0941539,.0627533,.0911238,.0003807,-.0205042,.0337878,-.0026371,-.0310398,-.0036516,.0094947,-.0355267,.0282109,.0654264,-.0475084,-.0232893,-.0116671,-.002996,-.0511612,-.0232907,.0606942,-.0804232,-.0507614,-.0261614,-.0839378,-.0810995,-13.34329,-34.54691,19.81931,18.24563,-11.92344,38.51783,.0013041,.0020053,.0013455,.000523,.0014653,.0018241,-.0146905,-.0118956,-.0097009,-.0193909,-.021932,-.0133148,-.0183303,-.0821942,.0192498,-.0024287,-.1235578,.0390883,.0611181,.1688206,-.1207917,-.079923,-.0060466,.0277137,.0718182,.0733349,.054586
.5697979,,.9701229,1.450152,,2.89467,,2.691857,2.691857,-.0142395,-.1229277,-.0000636,.0014465,.0015678,-.0000174,-.005134,-.0057356,-.0061325,-.0041442,-.0072394,-.0246302,.0015123,-.0120108,.0530179,.1516222,-.0952519,-.0360123,-.0101552,-.0026396,.0239197,-.0263682,-.0000333,.0010833,-.0011029,.0025013,.0907021,-.0129351,-.0116482,.0228637,.0085745,.0094408,-.0143573,-.0587771,-.0338635,-42.00058,-25.77146,.0013829,.0015504,-.0108696,-.0102767,-.0318696,-.0104985,.2046401,-.1312642,-.0127948,-.0086836,-.0073552,-.0142395,.0308853,-.0263373,-.1229277,-.0006813,.0010814,-.0000636,.0008211,.0015475,.0014465,.001342,.0019414,.0015678,-.0007496,.0001433,-.0000174,-.0073137,-.0067108,-.005134,-.0046824,-.0035557,-.0057356,-.0008006,-.0023775,-.0061325,.0043999,.0010431,-.0041442,.0216084,-.0112905,-.0072394,.097805,-.0265,-.0246302,.1043615,.0515604,.0015123,.0734834,.1149916,-.0120108,-.0075479,.1242478,.0530179,-.0885201,-.0337268,.1516222,-.0726509,-.1291282,-.0952519,-.0905833,-.0833851,-.0360123,-.0218208,.0040083,-.0101552,-.0084707,-.00389,-.0026396,.0531722,.0017764,.0239197,-.0364387,-.0112891,-.0263682,-.0130585,.0048151,-.0000333,-.0108229,.0035444,.0010833,.0058373,.0031092,-.0011029,.0013106,-.0019559,.0025013,-.0560688,-.0097156,.0907021,-.0069395,-.0370868,-.0129351,-.0024165,.0028193,-.0116482,-.0250883,.0219615,.0228637,.014871,.0581931,.0085745,.0263967,.0310922,.0094408,-.0038024,.0194107,-.0143573,.0300234,-.0451978,-.0587771,.0230246,-.0414766,-.0338635,11.36709,-26.45671,-42.00058,28.25192,-23.05931,-25.77146,.0001397,.0026289,.0013829,.0005925,.0020847,.0015504,-.0119961,-.0102665,-.0108696,.0035993,-.0013344,-.0102767,.1194135,-.0377905,-.0318696,.1778449,.166552,-.0104985,-.096068,.090521,.2046401,-.1632342,-.2125134,-.1312642,-.0302915,.0001183,-.0127948
.1746355,,.1793302,1.125814,,-1.17e-12,,.6413755,.6413755,-.0086836,.0308853,-.0006813,.0008211,.001342,-.0007496,-.0073137,-.0046824,-.0008006,.0043999,.0216084,.097805,.1043615,.0734834,-.0075479,-.0885201,-.0726509,-.0905833,-.0218208,-.0084707,.0531722,-.0364387,-.0130585,-.0108229,.0058373,.0013106,-.0560688,-.0069395,-.0024165,-.0250883,.014871,.0263967,-.0038024,.0300234,.0230246,11.36709,28.25192,.0001397,.0005925,-.0119961,.0035993,.1194135,.1778449,-.096068,-.1632342,-.0302915,-.0086836,-.0073552,-.0142395,.0308853,-.0263373,-.1229277,-.0006813,.0010814,-.0000636,.0008211,.0015475,.0014465,.001342,.0019414,.0015678,-.0007496,.0001433,-.0000174,-.0073137,-.0067108,-.005134,-.0046824,-.0035557,-.0057356,-.0008006,-.0023775,-.0061325,.0043999,.0010431,-.0041442,.0216084,-.0112905,-.0072394,.097805,-.0265,-.0246302,.1043615,.0515604,.0015123,.0734834,.1149916,-.0120108,-.0075479,.1242478,.0530179,-.0885201,-.0337268,.1516222,-.0726509,-.1291282,-.0952519,-.0905833,-.0833851,-.0360123,-.0218208,.0040083,-.0101552,-.0084707,-.00389,-.0026396,.0531722,.0017764,.0239197,-.0364387,-.0112891,-.0263682,-.0130585,.0048151,-.0000333,-.0108229,.0035444,.0010833,.0058373,.0031092,-.0011029,.0013106,-.0019559,.0025013,-.0560688,-.0097156,.0907021,-.0069395,-.0370868,-.0129351,-.0024165,.0028193,-.0116482,-.0250883,.0219615,.0228637,.014871,.0581931,.0085745,.0263967,.0310922,.0094408,-.0038024,.0194107,-.0143573,.0300234,-.0451978,-.0587771,.0230246,-.0414766,-.0338635,11.36709,-26.45671,-42.00058,28.25192,-23.05931,-25.77146,.0001397,.0026289,.0013829,.0005925,.0020847,.0015504,-.0119961,-.0102665,-.0108696,.0035993,-.0013344,-.0102767,.1194135,-.0377905,-.0318696,.1778449,.166552,-.0104985,-.096068,.090521,.2046401,-.1632342,-.2125134,-.1312642,-.0302915,.0001183,-.0127948
.3461789,,.6351089,1.504993,,3.102736,,2.566096,2.566096,-.0073552,-.0263373,.0010814,.0015475,.0019414,.0001433,-.0067108,-.0035557,-.0023775,.0010431,-.0112905,-.0265,.0515604,.1149916,.1242478,-.0337268,-.1291282,-.0833851,.0040083,-.00389,.0017764,-.0112891,.0048151,.0035444,.0031092,-.0019559,-.0097156,-.0370868,.0028193,.0219615,.0581931,.0310922,.0194107,-.0451978,-.0414766,-26.45671,-23.05931,.0026289,.0020847,-.0102665,-.0013344,-.0377905,.166552,.090521,-.2125134,.0001183,-.0086836,-.0073552,-.0142395,.0308853,-.0263373,-.1229277,-.0006813,.0010814,-.0000636,.0008211,.0015475,.0014465,.001342,.0019414,.0015678,-.0007496,.0001433,-.0000174,-.0073137,-.0067108,-.005134,-.0046824,-.0035557,-.0057356,-.0008006,-.0023775,-.0061325,.0043999,.0010431,-.0041442,.0216084,-.0112905,-.0072394,.097805,-.0265,-.0246302,.1043615,.0515604,.0015123,.0734834,.1149916,-.0120108,-.0075479,.1242478,.0530179,-.0885201,-.0337268,.1516222,-.0726509,-.1291282,-.0952519,-.0905833,-.0833851,-.0360123,-.0218208,.0040083,-.0101552,-.0084707,-.00389,-.0026396,.0531722,.0017764,.0239197,-.0364387,-.0112891,-.0263682,-.0130585,.0048151,-.0000333,-.0108229,.0035444,.0010833,.0058373,.0031092,-.0011029,.0013106,-.0019559,.0025013,-.0560688,-.0097156,.0907021,-.0069395,-.0370868,-.0129351,-.0024165,.0028193,-.0116482,-.0250883,.0219615,.0228637,.014871,.0581931,.0085745,.0263967,.0310922,.0094408,-.0038024,.0194107,-.0143573,.0300234,-.0451978,-.0587771,.0230246,-.0414766,-.0338635,11.36709,-26.45671,-42.00058,28.25192,-23.05931,-25.77146,.0001397,.0026289,.0013829,.0005925,.0020847,.0015504,-.0119961,-.0102665,-.0108696,.0035993,-.0013344,-.0102767,.1194135,-.0377905,-.0318696,.1778449,.166552,-.0104985,-.096068,.090521,.2046401,-.1632342,-.2125134,-.1312642,-.0302915,.0001183,-.0127948
-.2783107,,.4699089,-.5391087,.526238,,.1938182,-.5378066,-.5378066,-.0118103,-.1493895,-.0003229,.0010811,.0014889,.0003768,-.0043841,-.0036811,-.0041339,.0011987,.0047207,.0054186,-.0342928,-.0137515,-.052696,-.000982,.0874168,-.014673,.0158771,.0113386,.0642049,-.0301085,-.0145113,-.0006133,-.007742,-.0112298,-.0008347,.1093906,.0415989,.018079,.0038913,-.0326486,-.0569924,-.0594546,-.0230294,4.009478,13.36984,.0007582,.0018657,-.0080652,-.0029352,.0101393,-.0480443,-.053678,.0727438,.0272157,-.0114045,-.0096257,-.0118103,-.0933841,.0361067,-.1493895,-.0003424,.0002927,-.0003229,.0010592,.0011253,.0010811,.0014719,.0016844,.0014889,-.0009074,-.0001776,.0003768,-.0080595,-.0071224,-.0043841,-.0049954,-.0031376,-.0036811,-.0029674,-.0035629,-.0041339,-.0006159,.0007788,.0011987,.0040992,.0027018,.0047207,-.0098584,.0034848,.0054186,-.015692,-.0112997,-.0342928,-.0216579,-.0361288,-.0137515,-.0776394,-.0438084,-.052696,.0700453,.076775,-.000982,.127748,.0037269,.0874168,-.024167,-.0087312,-.014673,-.0139539,.0210756,.0158771,-.023567,.0023231,.0113386,.0135502,-.0104954,.0642049,.00638,.0143611,-.0301085,-.0250034,.0123395,-.0145113,.0024562,-.0056487,-.0006133,.0035589,-.0044669,-.007742,-.0009418,-.0060896,-.0112298,.0606501,-.0571101,-.0008347,.0235774,.0068261,.1093906,-.0449135,.0341636,.0415989,.0052836,.0433925,.018079,.0115086,.0548694,.0038913,-.0047633,-.0369706,-.0326486,.009149,-.0064785,-.0569924,-.0249583,-.0170077,-.0594546,-.0355336,-.0216848,-.0230294,-37.14069,-5.828146,4.009478,-16.86844,5.022086,13.36984,.0007169,.001418,.0007582,.0005645,.0015069,.0018657,-.0130549,-.0102599,-.0080652,-.0035833,-.0027841,-.0029352,-.0057592,.0061866,.0101393,-.03735,-.0474285,-.0480443,-.0075942,.0329667,-.053678,.103581,-.0050044,.0727438,-.0375209,.0233987,.0272157
1.266204,,2.107045,.8808563,.5445369,,1.784508,2.209205,2.209205,-.0114045,-.0933841,-.0003424,.0010592,.0014719,-.0009074,-.0080595,-.0049954,-.0029674,-.0006159,.0040992,-.0098584,-.015692,-.0216579,-.0776394,.0700453,.127748,-.024167,-.0139539,-.023567,.0135502,.00638,-.0250034,.0024562,.0035589,-.0009418,.0606501,.0235774,-.0449135,.0052836,.0115086,-.0047633,.009149,-.0249583,-.0355336,-37.14069,-16.86844,.0007169,.0005645,-.0130549,-.0035833,-.0057592,-.03735,-.0075942,.103581,-.0375209,-.0114045,-.0096257,-.0118103,-.0933841,.0361067,-.1493895,-.0003424,.0002927,-.0003229,.0010592,.0011253,.0010811,.0014719,.0016844,.0014889,-.0009074,-.0001776,.0003768,-.0080595,-.0071224,-.0043841,-.0049954,-.0031376,-.0036811,-.0029674,-.0035629,-.0041339,-.0006159,.0007788,.0011987,.0040992,.0027018,.0047207,-.0098584,.0034848,.0054186,-.015692,-.0112997,-.0342928,-.0216579,-.0361288,-.0137515,-.0776394,-.0438084,-.052696,.0700453,.076775,-.000982,.127748,.0037269,.0874168,-.024167,-.0087312,-.014673,-.0139539,.0210756,.0158771,-.023567,.0023231,.0113386,.0135502,-.0104954,.0642049,.00638,.0143611,-.0301085,-.0250034,.0123395,-.0145113,.0024562,-.0056487,-.0006133,.0035589,-.0044669,-.007742,-.0009418,-.0060896,-.0112298,.0606501,-.0571101,-.0008347,.0235774,.0068261,.1093906,-.0449135,.0341636,.0415989,.0052836,.0433925,.018079,.0115086,.0548694,.0038913,-.0047633,-.0369706,-.0326486,.009149,-.0064785,-.0569924,-.0249583,-.0170077,-.0594546,-.0355336,-.0216848,-.0230294,-37.14069,-5.828146,4.009478,-16.86844,5.022086,13.36984,.0007169,.001418,.0007582,.0005645,.0015069,.0018657,-.0130549,-.0102599,-.0080652,-.0035833,-.0027841,-.0029352,-.0057592,.0061866,.0101393,-.03735,-.0474285,-.0480443,-.0075942,.0329667,-.053678,.103581,-.0050044,.0727438,-.0375209,.0233987,.0272157
-.1498783,,.7955673,-.4070671,.5255572,,.4572252,-.2518887,-.2518887,-.0096257,.0361067,.0002927,.0011253,.0016844,-.0001776,-.0071224,-.0031376,-.0035629,.0007788,.0027018,.0034848,-.0112997,-.0361288,-.0438084,.076775,.0037269,-.0087312,.0210756,.0023231,-.0104954,.0143611,.0123395,-.0056487,-.0044669,-.0060896,-.0571101,.0068261,.0341636,.0433925,.0548694,-.0369706,-.0064785,-.0170077,-.0216848,-5.828146,5.022086,.001418,.0015069,-.0102599,-.0027841,.0061866,-.0474285,.0329667,-.0050044,.0233987,-.0114045,-.0096257,-.0118103,-.0933841,.0361067,-.1493895,-.0003424,.0002927,-.0003229,.0010592,.0011253,.0010811,.0014719,.0016844,.0014889,-.0009074,-.0001776,.0003768,-.0080595,-.0071224,-.0043841,-.0049954,-.0031376,-.0036811,-.0029674,-.0035629,-.0041339,-.0006159,.0007788,.0011987,.0040992,.0027018,.0047207,-.0098584,.0034848,.0054186,-.015692,-.0112997,-.0342928,-.0216579,-.0361288,-.0137515,-.0776394,-.0438084,-.052696,.0700453,.076775,-.000982,.127748,.0037269,.0874168,-.024167,-.0087312,-.014673,-.0139539,.0210756,.0158771,-.023567,.0023231,.0113386,.0135502,-.0104954,.0642049,.00638,.0143611,-.0301085,-.0250034,.0123395,-.0145113,.0024562,-.0056487,-.0006133,.0035589,-.0044669,-.007742,-.0009418,-.0060896,-.0112298,.0606501,-.0571101,-.0008347,.0235774,.0068261,.1093906,-.0449135,.0341636,.0415989,.0052836,.0433925,.018079,.0115086,.0548694,.0038913,-.0047633,-.0369706,-.0326486,.009149,-.0064785,-.0569924,-.0249583,-.0170077,-.0594546,-.0355336,-.0216848,-.0230294,-37.14069,-5.828146,4.009478,-16.86844,5.022086,13.36984,.0007169,.001418,.0007582,.0005645,.0015069,.0018657,-.0130549,-.0102599,-.0080652,-.0035833,-.0027841,-.0029352,-.0057592,.0061866,.0101393,-.03735,-.0474285,-.0480443,-.0075942,.0329667,-.053678,.103581,-.0050044,.0727438,-.0375209,.0233987,.0272157
